,Babel El Mandeb,Strait Of Hormuz,Panama Canal,Suez Canal,Cape Of Good Hope,Strait Of Malacca
1970-01-01 00:00:00.000000353,23.0,53.0,15.0,24.0,11.0,14
1970-01-01 00:00:00.000000354,21.0,41.0,15.0,13.0,15.0,15
1970-01-01 00:00:00.000000355,10.0,48.0,13.0,16.0,13.0,14
1970-01-01 00:00:00.000000356,16.0,52.0,19.0,22.0,11.0,14
1970-01-01 00:00:00.000000357,28.0,54.0,16.0,15.0,12.0,10
1970-01-01 00:00:00.000000358,23.0,57.0,13.0,18.0,9.0,17
1970-01-01 00:00:00.000000359,23.0,58.0,14.0,11.0,13.0,20
1970-01-01 00:00:00.000000360,21.0,41.0,12.0,11.0,9.0,14
1970-01-01 00:00:00.000000361,18.0,59.0,10.0,25.0,9.0,15
1970-01-01 00:00:00.000000362,19.0,59.0,10.0,23.0,12.0,21
1970-01-01 00:00:00.000000363,19.0,43.0,17.0,13.0,12.0,19
1970-01-01 00:00:00.000000364,15.0,58.0,19.0,21.0,9.0,18
1970-01-01 00:00:00.000000365,15.0,55.0,13.0,16.0,12.0,22
1970-01-01 00:00:00.000000366,24.0,61.0,15.0,25.0,16.0,17
1970-01-01 00:00:00.000000367,17.0,57.0,8.0,17.0,5.0,26
1970-01-01 00:00:00.000000368,18.0,57.0,15.0,8.0,17.0,19
1970-01-01 00:00:00.000000369,16.0,53.0,16.0,21.0,9.0,23
1970-01-01 00:00:00.000000370,19.0,41.0,18.0,14.0,13.0,20
1970-01-01 00:00:00.000000371,15.0,40.0,16.0,17.0,8.0,9
1970-01-01 00:00:00.000000372,16.0,60.0,16.0,12.0,12.0,22
1970-01-01 00:00:00.000000373,14.0,50.0,16.0,22.0,11.0,17
1970-01-01 00:00:00.000000374,24.0,53.0,12.0,15.0,4.0,11
1970-01-01 00:00:00.000000375,17.0,52.0,11.0,18.0,12.0,14
1970-01-01 00:00:00.000000376,20.0,50.0,17.0,15.0,15.0,11
1970-01-01 00:00:00.000000377,10.0,56.0,11.0,17.0,10.0,22
1970-01-01 00:00:00.000000378,12.0,44.0,15.0,27.0,10.0,17
1970-01-01 00:00:00.000000379,20.0,57.0,14.0,13.0,11.0,12
1970-01-01 00:00:00.000000380,15.0,54.0,12.0,18.0,13.0,17
1970-01-01 00:00:00.000000381,13.0,58.0,12.0,19.0,13.0,18
1970-01-01 00:00:00.000000382,18.0,65.0,14.0,19.0,9.0,19
1970-01-01 00:00:00.000000383,17.0,47.0,13.0,8.0,15.0,20
1970-01-01 00:00:00.000000384,20.0,53.0,18.0,18.0,12.0,16
1970-01-01 00:00:00.000000385,17.0,43.0,20.0,9.0,12.0,7
1970-01-01 00:00:00.000000386,10.0,46.0,18.0,14.0,10.0,18
1970-01-01 00:00:00.000000387,13.0,51.0,14.0,18.0,15.0,19
1970-01-01 00:00:00.000000388,26.0,63.0,14.0,20.0,16.0,12
1970-01-01 00:00:00.000000389,22.0,49.0,20.0,17.0,12.0,11
1970-01-01 00:00:00.000000390,17.0,55.0,17.0,14.0,9.0,24
1970-01-01 00:00:00.000000391,9.0,44.0,8.0,17.0,18.0,14
1970-01-01 00:00:00.000000392,17.0,61.0,17.0,18.0,14.0,17
1970-01-01 00:00:00.000000393,16.0,47.0,11.0,12.0,8.0,19
1970-01-01 00:00:00.000000394,23.0,50.0,15.0,21.0,7.0,19
1970-01-01 00:00:00.000000395,18.0,54.0,12.0,22.0,11.0,15
1970-01-01 00:00:00.000000396,12.0,37.0,14.0,12.0,14.0,14
1970-01-01 00:00:00.000000397,14.0,58.0,18.0,8.0,8.0,18
1970-01-01 00:00:00.000000398,16.0,54.0,12.0,25.0,7.0,20
1970-01-01 00:00:00.000000399,16.0,53.0,17.0,15.0,20.0,12
1970-01-01 00:00:00.000000400,17.0,57.0,16.0,18.0,9.0,16
1970-01-01 00:00:00.000000401,17.0,60.0,13.0,12.0,22.0,10
1970-01-01 00:00:00.000000402,22.0,53.0,17.0,16.0,14.0,12
1970-01-01 00:00:00.000000403,14.0,49.0,16.0,19.0,2.0,22
1970-01-01 00:00:00.000000404,17.0,55.0,12.0,15.0,20.0,16
1970-01-01 00:00:00.000000405,12.0,50.0,16.0,12.0,7.0,12
1970-01-01 00:00:00.000000406,21.0,50.0,15.0,12.0,9.0,23
1970-01-01 00:00:00.000000407,21.0,65.0,17.0,16.0,12.0,16
1970-01-01 00:00:00.000000408,21.0,42.0,18.0,21.0,8.0,21
1970-01-01 00:00:00.000000409,13.0,46.0,12.0,22.0,10.0,13
1970-01-01 00:00:00.000000410,19.0,39.0,19.0,20.0,11.0,20
1970-01-01 00:00:00.000000411,17.0,53.0,12.0,24.0,7.0,14
1970-01-01 00:00:00.000000412,19.0,40.0,12.0,27.0,12.0,7
1970-01-01 00:00:00.000000413,11.0,47.0,13.0,19.0,12.0,14
1970-01-01 00:00:00.000000414,26.0,51.0,13.0,18.0,12.0,14
1970-01-01 00:00:00.000000415,19.0,63.0,19.0,15.0,18.0,12
1970-01-01 00:00:00.000000416,21.0,47.0,14.0,12.0,12.0,10
1970-01-01 00:00:00.000000417,11.0,59.0,15.0,16.0,10.0,14
1970-01-01 00:00:00.000000418,28.0,42.0,7.0,15.0,11.0,20
1970-01-01 00:00:00.000000419,17.0,52.0,12.0,15.0,13.0,19
1970-01-01 00:00:00.000000420,13.0,53.0,10.0,14.0,13.0,11
1970-01-01 00:00:00.000000421,14.0,44.0,12.0,14.0,12.0,14
1970-01-01 00:00:00.000000422,18.0,36.0,15.0,12.0,14.0,23
1970-01-01 00:00:00.000000423,16.0,47.0,20.0,24.0,13.0,10
1970-01-01 00:00:00.000000424,20.0,51.0,13.0,13.0,13.0,19
1970-01-01 00:00:00.000000425,13.0,56.0,11.0,12.0,15.0,18
1970-01-01 00:00:00.000000426,13.0,40.0,18.0,23.0,14.0,17
1970-01-01 00:00:00.000000427,29.0,38.0,17.0,11.0,5.0,14
1970-01-01 00:00:00.000000428,23.0,45.0,12.0,16.0,10.0,11
1970-01-01 00:00:00.000000429,18.0,44.0,18.0,8.0,11.0,15
1970-01-01 00:00:00.000000430,22.0,42.0,17.0,18.0,9.0,17
1970-01-01 00:00:00.000000431,11.0,46.0,12.0,16.0,9.0,14
1970-01-01 00:00:00.000000432,17.0,49.0,11.0,16.0,13.0,15
1970-01-01 00:00:00.000000433,15.0,55.0,17.0,21.0,13.0,13
1970-01-01 00:00:00.000000434,14.0,47.0,15.0,21.0,4.0,13
1970-01-01 00:00:00.000000435,19.0,41.0,19.0,16.0,4.0,16
1970-01-01 00:00:00.000000436,14.0,48.0,13.0,13.0,9.0,19
1970-01-01 00:00:00.000000437,15.0,42.0,13.0,17.0,13.0,18
1970-01-01 00:00:00.000000438,19.0,49.0,14.0,24.0,12.0,16
1970-01-01 00:00:00.000000439,18.0,48.0,14.0,15.0,5.0,17
1970-01-01 00:00:00.000000440,7.0,53.0,17.0,19.0,13.0,22
1970-01-01 00:00:00.000000441,15.0,44.0,27.0,19.0,13.0,17
1970-01-01 00:00:00.000000442,22.0,41.0,14.0,8.0,4.0,22
1970-01-01 00:00:00.000000443,24.0,37.0,12.0,17.0,9.0,8
1970-01-01 00:00:00.000000444,23.0,58.0,13.0,20.0,17.0,11
1970-01-01 00:00:00.000000445,20.0,57.0,19.0,10.0,17.0,14
1970-01-01 00:00:00.000000446,12.0,50.0,16.0,15.0,11.0,24
1970-01-01 00:00:00.000000447,14.0,52.0,19.0,13.0,5.0,22
1970-01-01 00:00:00.000000448,19.0,54.0,13.0,16.0,14.0,22
1970-01-01 00:00:00.000000449,15.0,46.0,19.0,14.0,19.0,14
1970-01-01 00:00:00.000000450,20.0,50.0,16.0,17.0,13.0,11
1970-01-01 00:00:00.000000451,17.0,48.0,10.0,14.0,12.0,17
1970-01-01 00:00:00.000000452,21.0,52.0,16.0,20.0,8.0,27
1970-01-01 00:00:00.000000453,9.0,55.0,15.0,13.0,8.0,12
1970-01-01 00:00:00.000000454,18.0,43.0,12.0,16.0,22.0,18
1970-01-01 00:00:00.000000455,24.0,45.0,16.0,14.0,9.0,16
1970-01-01 00:00:00.000000456,15.0,45.0,15.0,16.0,22.0,23
1970-01-01 00:00:00.000000457,18.0,48.0,18.0,19.0,13.0,19
1970-01-01 00:00:00.000000458,10.0,28.0,17.0,20.0,13.0,19
1970-01-01 00:00:00.000000459,22.0,45.0,15.0,18.0,19.0,15
1970-01-01 00:00:00.000000460,17.0,46.0,10.0,21.0,17.0,9
1970-01-01 00:00:00.000000461,26.0,45.0,18.0,21.0,9.0,12
1970-01-01 00:00:00.000000462,23.0,62.0,15.0,14.0,12.0,29
1970-01-01 00:00:00.000000463,18.0,46.0,15.0,22.0,16.0,12
1970-01-01 00:00:00.000000464,24.0,60.0,12.0,25.0,13.0,17
1970-01-01 00:00:00.000000465,17.0,58.0,11.0,21.0,10.0,16
1970-01-01 00:00:00.000000466,15.0,34.0,17.0,22.0,11.0,17
1970-01-01 00:00:00.000000467,17.0,49.0,8.0,22.0,17.0,22
1970-01-01 00:00:00.000000468,17.0,51.0,16.0,23.0,21.0,27
1970-01-01 00:00:00.000000469,26.0,45.0,21.0,18.0,12.0,22
1970-01-01 00:00:00.000000470,21.0,54.0,13.0,14.0,15.0,17
1970-01-01 00:00:00.000000471,23.0,55.0,17.0,23.0,12.0,20
1970-01-01 00:00:00.000000472,10.0,38.0,12.0,17.0,9.0,18
1970-01-01 00:00:00.000000473,19.0,60.0,12.0,20.0,14.0,23
1970-01-01 00:00:00.000000474,25.0,48.0,15.0,23.0,12.0,14
1970-01-01 00:00:00.000000475,18.0,45.0,12.0,20.0,12.0,25
1970-01-01 00:00:00.000000476,23.0,57.0,17.0,26.0,11.0,9
1970-01-01 00:00:00.000000477,25.0,50.0,15.0,23.0,9.0,19
1970-01-01 00:00:00.000000478,19.0,40.0,12.0,18.0,11.0,13
1970-01-01 00:00:00.000000479,18.0,42.0,13.0,19.0,14.0,18
1970-01-01 00:00:00.000000480,19.0,46.0,11.0,20.0,12.0,16
1970-01-01 00:00:00.000000481,20.0,49.0,9.0,32.0,12.0,15
1970-01-01 00:00:00.000000482,27.0,65.0,12.0,18.0,14.0,24
1970-01-01 00:00:00.000000483,14.0,36.0,17.0,20.0,16.0,13
1970-01-01 00:00:00.000000484,28.0,54.0,11.0,16.0,9.0,20
1970-01-01 00:00:00.000000485,25.0,37.0,11.0,20.0,9.0,16
1970-01-01 00:00:00.000000486,19.0,48.0,10.0,25.0,9.0,21
1970-01-01 00:00:00.000000487,17.0,55.0,15.0,24.0,15.0,17
1970-01-01 00:00:00.000000488,24.0,67.0,11.0,20.0,10.0,19
1970-01-01 00:00:00.000000489,22.0,35.0,11.0,24.0,15.0,21
1970-01-01 00:00:00.000000490,21.0,35.0,14.0,25.0,11.0,12
1970-01-01 00:00:00.000000491,31.0,48.0,16.0,23.0,18.0,12
1970-01-01 00:00:00.000000492,22.0,46.0,13.0,12.0,16.0,16
1970-01-01 00:00:00.000000493,19.0,44.0,8.0,25.0,16.0,8
1970-01-01 00:00:00.000000494,30.0,53.0,12.0,25.0,14.0,13
1970-01-01 00:00:00.000000495,16.0,53.0,14.0,22.0,11.0,12
1970-01-01 00:00:00.000000496,29.0,44.0,14.0,17.0,12.0,15
1970-01-01 00:00:00.000000497,12.0,43.0,13.0,14.0,7.0,14
1970-01-01 00:00:00.000000498,28.0,41.0,12.0,19.0,9.0,12
1970-01-01 00:00:00.000000499,12.0,46.0,11.0,17.0,14.0,19
1970-01-01 00:00:00.000000500,17.0,51.0,10.0,16.0,14.0,16
1970-01-01 00:00:00.000000501,25.0,50.0,15.0,28.0,15.0,17
1970-01-01 00:00:00.000000502,13.0,51.0,12.0,18.0,7.0,9
1970-01-01 00:00:00.000000503,21.0,46.0,15.0,25.0,15.0,19
1970-01-01 00:00:00.000000504,18.0,53.0,17.0,19.0,11.0,20
1970-01-01 00:00:00.000000505,12.0,42.0,16.0,10.0,4.0,10
1970-01-01 00:00:00.000000506,22.0,44.0,6.0,29.0,15.0,12
1970-01-01 00:00:00.000000507,26.0,65.0,7.0,18.0,10.0,13
1970-01-01 00:00:00.000000508,18.0,56.0,12.0,17.0,17.0,22
1970-01-01 00:00:00.000000509,21.0,49.0,12.0,26.0,18.0,12
1970-01-01 00:00:00.000000510,20.0,61.0,11.0,18.0,7.0,17
1970-01-01 00:00:00.000000511,19.0,46.0,10.0,18.0,11.0,10
1970-01-01 00:00:00.000000512,20.0,50.0,11.0,14.0,20.0,16
1970-01-01 00:00:00.000000513,18.0,51.0,11.0,10.0,12.0,16
1970-01-01 00:00:00.000000514,14.0,60.0,7.0,13.0,13.0,19
1970-01-01 00:00:00.000000515,17.0,53.0,6.0,17.0,16.0,16
1970-01-01 00:00:00.000000516,12.0,59.0,11.0,24.0,10.0,15
1970-01-01 00:00:00.000000517,11.0,59.0,12.0,20.0,14.0,14
1970-01-01 00:00:00.000000518,18.0,46.0,14.0,21.0,7.0,17
1970-01-01 00:00:00.000000519,12.0,59.0,15.0,17.0,13.0,14
1970-01-01 00:00:00.000000520,20.0,58.0,13.0,20.0,15.0,19
1970-01-01 00:00:00.000000521,25.0,56.0,12.0,21.0,11.0,14
1970-01-01 00:00:00.000000522,21.0,47.0,14.0,12.0,12.0,15
1970-01-01 00:00:00.000000523,10.0,48.0,16.0,14.0,8.0,15
1970-01-01 00:00:00.000000524,22.0,45.0,10.0,16.0,15.0,16
1970-01-01 00:00:00.000000525,18.0,57.0,7.0,9.0,18.0,19
1970-01-01 00:00:00.000000526,23.0,67.0,10.0,13.0,15.0,19
1970-01-01 00:00:00.000000527,12.0,58.0,13.0,12.0,12.0,18
1970-01-01 00:00:00.000000528,18.0,50.0,10.0,16.0,18.0,22
1970-01-01 00:00:00.000000529,16.0,47.0,10.0,14.0,10.0,21
1970-01-01 00:00:00.000000530,9.0,58.0,13.0,11.0,10.0,14
1970-01-01 00:00:00.000000531,19.0,64.0,14.0,19.0,11.0,20
1970-01-01 00:00:00.000000532,12.0,58.0,13.0,16.0,12.0,24
1970-01-01 00:00:00.000000533,21.0,56.0,14.0,17.0,11.0,21
1970-01-01 00:00:00.000000534,11.0,58.0,10.0,10.0,18.0,22
1970-01-01 00:00:00.000000535,15.0,66.0,9.0,19.0,11.0,22
1970-01-01 00:00:00.000000536,19.0,44.0,9.0,21.0,5.0,23
1970-01-01 00:00:00.000000537,17.0,63.0,17.0,10.0,18.0,18
1970-01-01 00:00:00.000000538,22.0,62.0,14.0,12.0,12.0,14
1970-01-01 00:00:00.000000539,12.0,55.0,10.0,13.0,12.0,23
1970-01-01 00:00:00.000000540,23.0,51.0,7.0,22.0,15.0,17
1970-01-01 00:00:00.000000541,19.0,67.0,11.0,12.0,12.0,20
1970-01-01 00:00:00.000000542,17.0,66.0,10.0,18.0,11.0,23
1970-01-01 00:00:00.000000543,16.0,47.0,15.0,10.0,17.0,20
1970-01-01 00:00:00.000000544,15.0,62.0,11.0,16.0,15.0,24
1970-01-01 00:00:00.000000545,16.0,59.0,11.0,16.0,10.0,23
1970-01-01 00:00:00.000000546,11.0,59.0,16.0,19.0,16.0,18
1970-01-01 00:00:00.000000547,17.0,55.0,9.0,16.0,14.0,20
1970-01-01 00:00:00.000000548,19.0,48.0,16.0,15.0,9.0,19
1970-01-01 00:00:00.000000549,20.0,64.0,15.0,14.0,6.0,31
1970-01-01 00:00:00.000000550,15.0,54.0,16.0,11.0,11.0,18
1970-01-01 00:00:00.000000551,23.0,57.0,9.0,12.0,11.0,20
1970-01-01 00:00:00.000000552,16.0,57.0,14.0,13.0,8.0,16
1970-01-01 00:00:00.000000553,24.0,70.0,17.0,15.0,9.0,20
1970-01-01 00:00:00.000000554,19.0,55.0,15.0,11.0,13.0,25
1970-01-01 00:00:00.000000555,19.0,46.0,8.0,17.0,13.0,24
1970-01-01 00:00:00.000000556,18.0,57.0,12.0,10.0,20.0,20
1970-01-01 00:00:00.000000557,14.0,49.0,11.0,10.0,15.0,23
1970-01-01 00:00:00.000000558,14.0,60.0,15.0,11.0,10.0,25
1970-01-01 00:00:00.000000559,21.0,45.0,17.0,9.0,9.0,22
1970-01-01 00:00:00.000000560,15.0,52.0,12.0,13.0,15.0,11
1970-01-01 00:00:00.000000561,18.0,58.0,9.0,13.0,15.0,24
1970-01-01 00:00:00.000000562,18.0,50.0,12.0,16.0,20.0,25
1970-01-01 00:00:00.000000563,15.0,62.0,10.0,15.0,11.0,23
1970-01-01 00:00:00.000000564,14.0,52.0,19.0,13.0,18.0,17
1970-01-01 00:00:00.000000565,19.0,42.0,15.0,17.0,13.0,14
1970-01-01 00:00:00.000000566,18.0,47.0,14.0,13.0,9.0,19
1970-01-01 00:00:00.000000567,15.0,48.0,8.0,15.0,13.0,15
1970-01-01 00:00:00.000000568,14.0,47.0,10.0,11.0,13.0,14
1970-01-01 00:00:00.000000569,17.0,55.0,15.0,11.0,15.0,15
1970-01-01 00:00:00.000000570,15.0,48.0,16.0,10.0,15.0,14
1970-01-01 00:00:00.000000571,19.0,78.0,19.0,12.0,16.0,13
1970-01-01 00:00:00.000000572,20.0,39.0,14.0,16.0,14.0,12
1970-01-01 00:00:00.000000573,13.0,58.0,6.0,17.0,15.0,23
1970-01-01 00:00:00.000000574,13.0,51.0,14.0,13.0,9.0,13
1970-01-01 00:00:00.000000575,22.0,55.0,16.0,9.0,7.0,12
1970-01-01 00:00:00.000000576,12.0,50.0,10.0,12.0,14.0,22
1970-01-01 00:00:00.000000577,20.0,50.0,15.0,18.0,10.0,11
1970-01-01 00:00:00.000000578,23.0,65.0,15.0,14.0,12.0,16
1970-01-01 00:00:00.000000579,17.0,54.0,11.0,12.0,12.0,8
1970-01-01 00:00:00.000000580,16.0,57.0,13.0,10.0,13.0,19
1970-01-01 00:00:00.000000581,15.0,52.0,12.0,11.0,13.0,16
1970-01-01 00:00:00.000000582,18.0,62.0,15.0,15.0,9.0,17
1970-01-01 00:00:00.000000583,20.0,63.0,15.0,13.0,11.0,20
1970-01-01 00:00:00.000000584,11.0,41.0,13.0,13.0,9.0,21
1970-01-01 00:00:00.000000585,19.0,64.0,15.0,12.0,7.0,16
1970-01-01 00:00:00.000000586,15.0,41.0,12.0,10.0,8.0,13
1970-01-01 00:00:00.000000587,10.0,44.0,10.0,11.0,9.0,16
1970-01-01 00:00:00.000000588,16.0,53.0,15.0,8.0,11.0,24
1970-01-01 00:00:00.000000589,13.0,64.0,14.0,10.0,17.0,14
1970-01-01 00:00:00.000000590,21.0,56.0,12.0,20.0,17.0,18
1970-01-01 00:00:00.000000591,12.0,68.0,18.0,11.0,14.0,19
1970-01-01 00:00:00.000000592,16.0,43.0,22.0,9.0,13.0,9
1970-01-01 00:00:00.000000593,12.0,56.0,10.0,8.0,11.0,17
1970-01-01 00:00:00.000000594,20.0,73.0,11.0,20.0,12.0,19
1970-01-01 00:00:00.000000595,14.0,64.0,13.0,16.0,13.0,10
1970-01-01 00:00:00.000000596,14.0,57.0,15.0,6.0,17.0,15
1970-01-01 00:00:00.000000597,15.0,54.0,17.0,19.0,11.0,13
1970-01-01 00:00:00.000000598,27.0,50.0,13.0,16.0,11.0,14
1970-01-01 00:00:00.000000599,17.0,45.0,17.0,5.0,11.0,14
1970-01-01 00:00:00.000000600,14.0,54.0,10.0,11.0,15.0,16
1970-01-01 00:00:00.000000601,9.0,45.0,17.0,21.0,11.0,16
1970-01-01 00:00:00.000000602,17.0,45.0,14.0,20.0,12.0,18
1970-01-01 00:00:00.000000603,15.0,71.0,11.0,18.0,12.0,13
1970-01-01 00:00:00.000000604,15.0,49.0,18.0,16.0,12.0,22
1970-01-01 00:00:00.000000605,14.0,52.0,9.0,6.0,10.0,17
1970-01-01 00:00:00.000000606,18.0,58.0,13.0,14.0,11.0,19
1970-01-01 00:00:00.000000607,21.0,51.0,12.0,19.0,16.0,10
1970-01-01 00:00:00.000000608,18.0,52.0,10.0,16.0,9.0,8
1970-01-01 00:00:00.000000609,20.0,60.0,10.0,21.0,10.0,18
1970-01-01 00:00:00.000000610,18.0,71.0,12.0,9.0,15.0,13
1970-01-01 00:00:00.000000611,13.0,58.0,9.0,16.0,13.0,16
1970-01-01 00:00:00.000000612,16.0,54.0,9.0,8.0,13.0,15
1970-01-01 00:00:00.000000613,12.0,54.0,12.0,18.0,10.0,15
1970-01-01 00:00:00.000000614,25.0,50.0,13.0,21.0,13.0,21
1970-01-01 00:00:00.000000615,18.0,46.0,10.0,11.0,10.0,21
1970-01-01 00:00:00.000000616,22.0,48.0,12.0,7.0,12.0,20
1970-01-01 00:00:00.000000617,22.0,38.0,11.0,11.0,9.0,12
1970-01-01 00:00:00.000000618,15.0,65.0,14.0,17.0,9.0,14
1970-01-01 00:00:00.000000619,14.0,46.0,11.0,10.0,14.0,14
1970-01-01 00:00:00.000000620,19.0,55.0,10.0,12.0,14.0,18
1970-01-01 00:00:00.000000621,14.0,54.0,10.0,14.0,10.0,17
1970-01-01 00:00:00.000000622,16.0,55.0,14.0,14.0,11.0,15
1970-01-01 00:00:00.000000623,16.0,56.0,17.0,11.0,9.0,15
1970-01-01 00:00:00.000000624,16.0,45.0,14.0,14.0,10.0,14
1970-01-01 00:00:00.000000625,20.0,39.0,20.0,8.0,10.0,16
1970-01-01 00:00:00.000000626,12.0,58.0,13.0,12.0,13.0,9
1970-01-01 00:00:00.000000627,17.0,48.0,15.0,11.0,13.0,14
1970-01-01 00:00:00.000000628,18.0,51.0,8.0,9.0,17.0,16
1970-01-01 00:00:00.000000629,13.0,57.0,16.0,18.0,13.0,18
1970-01-01 00:00:00.000000630,24.0,49.0,13.0,15.0,8.0,19
1970-01-01 00:00:00.000000631,9.0,48.0,14.0,7.0,7.0,23
1970-01-01 00:00:00.000000632,13.0,51.0,13.0,14.0,13.0,14
1970-01-01 00:00:00.000000633,13.0,53.0,15.0,18.0,15.0,24
1970-01-01 00:00:00.000000634,13.0,31.0,7.0,15.0,14.0,20
1970-01-01 00:00:00.000000635,13.0,55.0,10.0,11.0,11.0,14
1970-01-01 00:00:00.000000636,21.0,59.0,13.0,15.0,12.0,16
1970-01-01 00:00:00.000000637,18.0,62.0,16.0,19.0,11.0,17
1970-01-01 00:00:00.000000638,22.0,61.0,10.0,9.0,9.0,11
1970-01-01 00:00:00.000000639,12.0,58.0,13.0,12.0,9.0,12
1970-01-01 00:00:00.000000640,11.0,57.0,16.0,9.0,19.0,16
1970-01-01 00:00:00.000000641,11.0,52.0,10.0,14.0,15.0,9
1970-01-01 00:00:00.000000642,18.0,55.0,9.0,19.0,14.0,25
1970-01-01 00:00:00.000000643,10.0,53.0,12.0,13.0,11.0,20
1970-01-01 00:00:00.000000644,26.0,51.0,12.0,20.0,10.0,22
1970-01-01 00:00:00.000000645,9.0,45.0,16.0,17.0,10.0,13
1970-01-01 00:00:00.000000646,19.0,56.0,16.0,11.0,15.0,21
1970-01-01 00:00:00.000000647,16.0,45.0,16.0,10.0,15.0,13
1970-01-01 00:00:00.000000648,23.0,56.0,15.0,16.0,16.0,13
1970-01-01 00:00:00.000000649,14.0,39.0,11.0,16.0,12.0,23
1970-01-01 00:00:00.000000650,17.0,49.0,13.0,10.0,14.0,8
1970-01-01 00:00:00.000000651,13.0,47.0,17.0,14.0,14.0,14
1970-01-01 00:00:00.000000652,13.0,67.0,18.0,12.0,11.0,12
1970-01-01 00:00:00.000000653,19.0,38.0,13.0,18.0,17.0,17
1970-01-01 00:00:00.000000654,13.0,50.0,10.0,8.0,12.0,8
1970-01-01 00:00:00.000000655,14.0,54.0,18.0,11.0,10.0,11
1970-01-01 00:00:00.000000656,18.0,42.0,14.0,7.0,10.0,7
1970-01-01 00:00:00.000000657,16.0,47.0,11.0,9.0,5.0,9
1970-01-01 00:00:00.000000658,18.0,49.0,18.0,18.0,18.0,17
1970-01-01 00:00:00.000000659,17.0,49.0,19.0,12.0,8.0,12
1970-01-01 00:00:00.000000660,13.0,59.0,14.0,12.0,15.0,12
1970-01-01 00:00:00.000000661,17.0,46.0,14.0,13.0,12.0,13
1970-01-01 00:00:00.000000662,18.0,52.0,15.0,11.0,10.0,10
1970-01-01 00:00:00.000000663,15.0,49.0,13.0,16.0,9.0,16
1970-01-01 00:00:00.000000664,18.0,50.0,18.0,13.0,11.0,13
1970-01-01 00:00:00.000000665,15.0,47.0,16.0,15.0,13.0,15
1970-01-01 00:00:00.000000666,17.0,62.0,8.0,17.0,9.0,17
1970-01-01 00:00:00.000000667,12.0,39.0,23.0,15.0,9.0,14
1970-01-01 00:00:00.000000668,18.0,42.0,11.0,13.0,13.0,13
1970-01-01 00:00:00.000000669,19.0,56.0,11.0,8.0,14.0,8
1970-01-01 00:00:00.000000670,15.0,47.0,10.0,12.0,13.0,12
1970-01-01 00:00:00.000000671,15.0,49.0,18.0,15.0,9.0,15
1970-01-01 00:00:00.000000672,13.0,58.0,15.0,17.0,6.0,17
1970-01-01 00:00:00.000000673,16.0,44.0,9.0,15.0,14.0,14
1970-01-01 00:00:00.000000674,19.0,49.0,10.0,15.0,24.0,15
1970-01-01 00:00:00.000000675,12.0,60.0,15.0,10.0,10.0,10
1970-01-01 00:00:00.000000676,17.0,50.0,13.0,12.0,10.0,12
1970-01-01 00:00:00.000000677,15.0,47.0,10.0,16.0,8.0,15
1970-01-01 00:00:00.000000678,17.0,42.0,7.0,17.0,6.0,17
1970-01-01 00:00:00.000000679,16.0,50.0,14.0,13.0,11.0,13
1970-01-01 00:00:00.000000680,11.0,59.0,14.0,15.0,10.0,15
1970-01-01 00:00:00.000000681,14.0,48.0,13.0,12.0,15.0,12
1970-01-01 00:00:00.000000682,24.0,58.0,14.0,16.0,15.0,15
1970-01-01 00:00:00.000000683,20.0,59.0,18.0,16.0,14.0,16
1970-01-01 00:00:00.000000684,24.0,48.0,13.0,12.0,13.0,12
1970-01-01 00:00:00.000000685,27.0,58.0,15.0,15.0,10.0,15
1970-01-01 00:00:00.000000686,11.0,57.0,12.0,13.0,10.0,13
1970-01-01 00:00:00.000000687,16.0,47.0,13.0,18.0,11.0,18
1970-01-01 00:00:00.000000688,8.0,43.0,22.0,17.0,16.0,17
1970-01-01 00:00:00.000000689,16.0,50.0,11.0,21.0,13.0,21
1970-01-01 00:00:00.000000690,18.0,51.0,17.0,15.0,12.0,15
1970-01-01 00:00:00.000000691,14.0,49.0,10.0,15.0,20.0,16
1970-01-01 00:00:00.000000692,16.0,49.0,12.0,7.0,8.0,8
1970-01-01 00:00:00.000000693,23.0,48.0,14.0,10.0,12.0,10
1970-01-01 00:00:00.000000694,20.0,52.0,16.0,15.0,7.0,15
1970-01-01 00:00:00.000000695,12.0,52.0,12.0,11.0,8.0,11
1970-01-01 00:00:00.000000696,15.0,50.0,20.0,17.0,18.0,17
1970-01-01 00:00:00.000000697,20.0,51.0,19.0,16.0,12.0,15
1970-01-01 00:00:00.000000698,15.0,53.0,16.0,16.0,13.0,16
1970-01-01 00:00:00.000000699,23.0,61.0,14.0,12.0,10.0,12
1970-01-01 00:00:00.000000700,18.0,61.0,12.0,16.0,15.0,11
1970-01-01 00:00:00.000000701,18.0,53.0,16.0,10.0,28.0,12
1970-01-01 00:00:00.000000702,18.0,42.0,13.0,12.0,14.0,13
1970-01-01 00:00:00.000000703,17.0,41.0,16.0,22.0,17.0,15
1970-01-01 00:00:00.000000704,14.0,35.0,12.0,16.0,21.0,12
1970-01-01 00:00:00.000000705,17.0,63.0,12.0,12.0,6.0,17
1970-01-01 00:00:00.000000706,16.0,64.0,9.0,22.0,16.0,10
1970-01-01 00:00:00.000000707,18.0,60.0,16.0,16.0,13.0,10
1970-01-01 00:00:00.000000708,16.0,56.0,14.0,21.0,16.0,10
1970-01-01 00:00:00.000000709,21.0,52.0,13.0,13.0,12.0,9
