sector,R2,nobs,oil_lag0_coef,oil_lag0_pval,oil_lag1_coef,oil_lag1_pval,cp_lag0_coef,cp_lag0_pval,cp_lag1_coef,cp_lag1_pval,market_coef,market_pval
Auto,0.679812659542222,1466,-0.003920663121255653,0.6992591855177253,0.014186374157987802,0.13780645808043498,0.001544593726686145,0.4200131249953044,0.0009479385076701296,0.6155349786566255,1.0871774456275527,7.406856812803748e-245
IT,0.4194362042336167,1466,0.002447109074714904,0.7969822839047178,0.02831255922412853,0.030681366109998238,0.000559128389759636,0.8223512811484014,0.0003893669578769194,0.8716250221687796,0.7999990411178226,6.641294962681216e-82
Infra,0.8602566258387219,1466,0.004901343139612599,0.3803121133198818,0.006220521655325264,0.3641676868020203,-0.0012851576113819638,0.18963300217004475,-0.00011462414024838206,0.9099327134511278,1.0145644613843483,0.0
Energy,0.6688336634901364,1466,0.018482271897787256,0.09780271852013094,0.024718628677578486,0.013424420290798602,0.0002969030926314761,0.8640768727441677,-0.0002136531965439255,0.9090026107750221,1.0119099806478322,3.807219609597296e-129
Bank,0.767411327395128,1466,-0.011038185452765059,0.2634889302496878,-0.014627993740997573,0.11380429123373491,-0.0019059088172992727,0.2389989943981523,-0.0014684171075146472,0.3549717434088907,1.1947332653776706,0.0
Pharma,0.353060786608665,1466,0.014020784081804611,0.21305825809493006,0.00290374414407298,0.794082015404806,0.0021659301694579476,0.335893005232086,0.0028752220872140526,0.18769440422622996,0.6278071369457989,4.6461901699622437e-54
FMCG,0.49267026749181053,1466,-0.012757815167237611,0.319778533424663,-0.027262753410393047,0.00409774373815731,-0.0014387844156411738,0.40702848278420267,0.00020179559060435755,0.902072411686883,0.6465701618056996,5.225653017034517e-60
