sector,pre_covid_ann_vol,covid_crash_ann_vol,recovery_ann_vol
Energy,0.009192953233555384,0.0430860514209953,0.012227698195103406
Infra,0.008050103694721714,0.039449893297216015,0.0109400004785002
IT,0.007550109051698141,0.03917771194061529,0.01254396961806652
Auto,0.24043305900809966,0.6612665967068397,0.3154267300142899
Pharma,0.1838020689578245,0.557720359946532,0.2764421903871475
FMCG,0.007109760616985147,0.032748592076577966,0.009704863066226824
