Date,Close,High,Low,Open,Volume,Return
,^CNXAUTO,^CNXAUTO,^CNXAUTO,^CNXAUTO,^CNXAUTO,
2015-10-09,8051.2001953125,8108.7998046875,8013.85009765625,8074.0,324100,
2015-10-12,8062.60009765625,8120.89990234375,8043.0,8070.0498046875,357500,0.0014159258330685986
2015-10-13,8078.2001953125,8093.35009765625,8027.2998046875,8059.89990234375,316000,0.0019348718114873265
2015-10-14,8010.5498046875,8065.0,8000.25,8052.2001953125,277500,-0.008374438487456004
2015-10-15,8193.400390625,8200.25,8049.64990234375,8049.64990234375,402600,0.0228262217195756
2015-10-16,8266.650390625,8280.4501953125,8206.099609375,8245.7998046875,371500,0.008940122111426918
2015-10-19,8245.5498046875,8269.0,8205.0,8269.0,222600,-0.0025524952599216277
2015-10-20,8265.400390625,8338.0,8228.150390625,8260.0,417400,0.0024074302390624247
2015-10-21,8285.150390625,8303.599609375,8209.25,8262.0498046875,300300,0.0023894789201501787
2015-10-23,8228.2998046875,8369.900390625,8222.849609375,8337.5,289800,-0.006861744598122055
2015-10-26,8232.25,8294.900390625,8222.5,8265.849609375,244400,0.00048007430529573014
2015-10-27,8272.349609375,8280.2998046875,8215.9501953125,8218.400390625,330400,0.004871038825958962
2015-10-28,8206.150390625,8281.349609375,8184.35009765625,8266.4501953125,471500,-0.008002468690996412
2015-10-29,8195.900390625,8240.0,8179.10009765625,8220.349609375,519300,-0.0012490631431407717
2015-10-30,8091.9501953125,8192.099609375,8078.39990234375,8188.25,389800,-0.01268319407973828
2015-11-02,8097.10009765625,8164.5,8066.7998046875,8132.60009765625,397900,0.0006364228918183112
2015-11-03,8102.89990234375,8141.64990234375,8074.5,8140.89990234375,412300,0.0007162817079633399
2015-11-04,8235.75,8269.5,8160.5,8160.5,458500,0.01639537687215209
2015-11-05,8194.150390625,8261.5498046875,8180.89990234375,8224.0498046875,707700,-0.005051101523844248
2015-11-06,8144.4501953125,8215.5498046875,8087.5498046875,8173.9501953125,491500,-0.006065326231913248
2015-11-09,8246.2001953125,8265.25,7921.75,7921.75,590100,0.012493169896055312
2015-11-10,8257.7001953125,8305.0,8217.9501953125,8230.5498046875,366700,0.0013945817137130945
2015-11-13,8178.2998046875,8278.0,8164.85009765625,8263.7998046875,402700,-0.009615315250857792
2015-11-16,8190.35009765625,8236.5498046875,8110.0498046875,8155.60009765625,299800,0.0014734472025399459
2015-11-17,8252.099609375,8287.5498046875,8199.5,8221.2998046875,361700,0.007539300638249813
2015-11-18,8181.0,8289.0498046875,8172.85009765625,8253.9501953125,280700,-0.008615941728845056
2015-11-19,8295.0498046875,8315.2998046875,8233.7001953125,8252.25,291100,0.013940814654382017
2015-11-20,8339.400390625,8392.2001953125,8287.650390625,8308.0498046875,289600,0.005346632869212886
2015-11-23,8395.349609375,8410.5498046875,8329.650390625,8335.099609375,313300,0.006709021767667744
2015-11-24,8332.900390625,8396.75,8323.25,8368.900390625,318600,-0.007438548917636956
2015-11-26,8444.599609375,8460.849609375,8339.9501953125,8360.7998046875,538100,0.013404602660997522
2015-11-27,8443.650390625,8530.150390625,8436.75,8493.5,415100,-0.00011240541812618243
2015-11-30,8481.849609375,8563.650390625,8443.9501953125,8468.400390625,1665700,0.004524017099572619
2015-12-01,8419.0,8527.2001953125,8403.0,8527.2001953125,373000,-0.007409894335491662
2015-12-02,8416.400390625,8437.4501953125,8387.900390625,8429.7998046875,411600,-0.00030877887813274274
2015-12-03,8334.650390625,8400.4501953125,8323.9501953125,8388.9501953125,361400,-0.009713178580603277
2015-12-04,8240.7001953125,8309.349609375,8228.849609375,8286.099609375,409300,-0.011272241894894286
2015-12-07,8221.5,8288.75,8197.7998046875,8276.599609375,262300,-0.0023299228047904963
2015-12-08,8210.349609375,8271.5,8181.5498046875,8191.9501953125,279500,-0.0013562477193942435
2015-12-09,8067.89990234375,8212.7998046875,8059.9501953125,8199.25,284400,-0.017350017211032465
2015-12-10,8085.0,8123.7998046875,8006.5498046875,8123.7998046875,335100,0.0021195227832813135
2015-12-11,7943.25,8113.7998046875,7892.9501953125,8106.0,313500,-0.01753246753246751
2015-12-14,7964.0498046875,7988.9501953125,7797.64990234375,7858.75,335400,0.0026185509316085653
2015-12-15,8082.35009765625,8089.7998046875,7930.5498046875,7991.0,250800,0.014854288442435415
2015-12-16,8035.60009765625,8098.0498046875,7997.4501953125,8059.7998046875,313400,-0.005784208730769569
2015-12-17,8149.0,8165.2998046875,7999.39990234375,8080.0498046875,237400,0.014112188382399138
2015-12-18,8079.2001953125,8140.64990234375,8067.64990234375,8123.0,320300,-0.008565444187937143
2015-12-21,8154.89990234375,8162.5498046875,8092.64990234375,8092.64990234375,151800,0.009369703089566972
2015-12-22,8099.64990234375,8164.5498046875,8091.89990234375,8159.7001953125,153300,-0.006775067831810033
2015-12-23,8111.0,8148.39990234375,8104.89990234375,8136.14990234375,154100,0.0014013071914338315
2015-12-24,8136.60009765625,8156.7998046875,8113.9501953125,8134.10009765625,151700,0.003156219659258941
2015-12-28,8228.400390625,8234.849609375,8156.7998046875,8157.60009765625,193800,0.011282389679590166
2015-12-29,8268.7998046875,8285.150390625,8232.75,8232.75,232900,0.004909753067987355
2015-12-30,8240.2001953125,8284.599609375,8235.900390625,8276.7998046875,160500,-0.0034587376705851325
2015-12-31,8254.75,8266.400390625,8220.099609375,8246.650390625,242700,0.0017657100971619766
2016-01-01,8328.2998046875,8342.650390625,8250.5,8260.5498046875,123100,0.008909997842151407
2016-01-04,8142.85009765625,8340.349609375,8131.10009765625,8306.2998046875,341100,-0.02226741488423256
2016-01-05,8124.35009765625,8205.849609375,8110.60009765625,8181.89990234375,257100,-0.0022719317902369918
2016-01-06,8025.39990234375,8133.0,8009.0,8118.35009765625,253900,-0.01217945978731827
2016-01-07,7725.14990234375,7946.2001953125,7693.75,7943.14990234375,333600,-0.037412465877533996
2016-01-08,7744.25,7827.0498046875,7704.14990234375,7759.7001953125,268900,0.002472456573361148
2016-01-11,7751.64990234375,7805.75,7616.25,7668.0,283500,0.000955535054233847
2016-01-12,7721.0498046875,7800.0498046875,7682.89990234375,7788.0,228500,-0.003947559299214198
2016-01-13,7795.5,7832.25,7653.2998046875,7784.10009765625,368200,0.009642496447477944
2016-01-14,7684.64990234375,7736.4501953125,7582.85009765625,7688.4501953125,285200,-0.014219754686197184
2016-01-15,7544.2001953125,7715.2001953125,7527.5,7701.75,256200,-0.018276656557693505
2016-01-18,7431.4501953125,7555.89990234375,7372.7998046875,7531.89990234375,328300,-0.014945255571300442
2016-01-19,7526.0,7564.39990234375,7400.35009765625,7461.4501953125,339800,0.012722927854261767
2016-01-20,7401.5498046875,7453.7998046875,7340.2998046875,7453.7998046875,351500,-0.01653603445555407
2016-01-21,7259.4501953125,7455.75,7231.14990234375,7430.7998046875,420100,-0.01919862908779002
2016-01-22,7544.0,7555.7001953125,7331.14990234375,7345.39990234375,273700,0.0391971564005269
2016-01-25,7487.2998046875,7633.10009765625,7477.25,7611.2001953125,218000,-0.007515932570585915
2016-01-27,7491.2998046875,7559.5,7474.64990234375,7540.35009765625,279400,0.0005342379902426586
2016-01-28,7458.0,7523.7001953125,7442.85009765625,7481.7001953125,388800,-0.004445130425385413
2016-01-29,7605.0498046875,7625.25,7411.35009765625,7411.35009765625,360900,0.019717056139380462
2016-02-01,7569.89990234375,7631.7998046875,7549.25,7629.25,291800,-0.004621916127634629
2016-02-02,7470.39990234375,7614.85009765625,7445.25,7595.39990234375,275400,-0.013144163236450956
2016-02-03,7343.2998046875,7448.85009765625,7322.5498046875,7403.14990234375,276100,-0.017013827816148575
2016-02-04,7377.5498046875,7457.7001953125,7315.60009765625,7411.25,283800,0.004664115712412764
2016-02-05,7495.9501953125,7521.39990234375,7375.89990234375,7413.89990234375,264400,0.01604874162283143
2016-02-08,7423.2001953125,7557.64990234375,7406.39990234375,7513.4501953125,229000,-0.009705240577171037
2016-02-09,7295.75,7393.2998046875,7272.2001953125,7351.5,447600,-0.01716917124139805
2016-02-10,7202.5,7277.39990234375,7163.2001953125,7277.39990234375,552400,-0.012781413836822852
2016-02-11,6949.4501953125,7219.64990234375,6908.0,7218.4501953125,564800,-0.035133607037487025
2016-02-12,7074.5,7136.85009765625,6859.39990234375,7003.10009765625,624500,0.017994201148725075
2016-02-15,7391.14990234375,7403.64990234375,7127.5498046875,7127.5498046875,422200,0.0447593331463354
2016-02-16,7248.7001953125,7446.25,7238.39990234375,7435.75,327400,-0.019273010142316083
2016-02-17,7320.89990234375,7338.25,7147.2998046875,7254.9501953125,426100,0.009960366008507249
2016-02-18,7373.39990234375,7438.0,7266.60009765625,7398.4501953125,372300,0.007171249532204715
2016-02-19,7441.5,7464.0,7316.7001953125,7346.75,259700,0.00923591539292512
2016-02-22,7464.7998046875,7499.0,7433.60009765625,7447.9501953125,276800,0.0031310629157428327
2016-02-23,7351.60009765625,7500.9501953125,7337.10009765625,7500.9501953125,353900,-0.015164466562139656
2016-02-24,7261.14990234375,7328.85009765625,7241.9501953125,7318.9501953125,294700,-0.012303470552123219
2016-02-25,7175.75,7291.7998046875,7159.35009765625,7286.10009765625,410200,-0.011761209104935944
2016-02-26,7164.85009765625,7271.39990234375,7124.75,7248.7998046875,287500,-0.0015189913728530513
2016-02-29,7092.2998046875,7204.89990234375,6983.75,7174.5,441500,-0.010125863343949493
2016-03-01,7396.0498046875,7403.89990234375,7096.9501953125,7096.9501953125,435400,0.042828138737062815
2016-03-02,7435.14990234375,7547.39990234375,7416.85009765625,7494.7998046875,406800,0.005286619031617201
2016-03-03,7580.2998046875,7587.5498046875,7485.39990234375,7510.5498046875,350800,0.019522121846930807
2016-03-04,7591.75,7616.2001953125,7551.2001953125,7604.0498046875,253700,0.0015105201123337686
2016-03-08,7596.64990234375,7670.39990234375,7552.75,7614.4501953125,314300,0.0006454246180063183
2016-03-09,7689.7998046875,7704.60009765625,7540.25,7556.2998046875,378300,0.012261971203255229
2016-03-10,7688.2998046875,7748.5498046875,7653.10009765625,7719.0498046875,320000,-0.00019506359568499665
2016-03-11,7723.5498046875,7751.14990234375,7668.5,7680.4501953125,301900,0.004584888843500723
2016-03-14,7777.14990234375,7831.5498046875,7758.4501953125,7791.7001953125,308300,0.006939826765112622
2016-03-15,7711.10009765625,7803.2998046875,7703.2001953125,7790.4501953125,272400,-0.008492803342725175
2016-03-16,7671.7001953125,7702.35009765625,7596.2998046875,7696.7001953125,218200,-0.005109504719790325
2016-03-17,7662.60009765625,7770.89990234375,7639.14990234375,7742.5,222700,-0.0011861904694621117
2016-03-18,7767.10009765625,7774.4501953125,7663.39990234375,7681.60009765625,265000,0.013637668502622713
2016-03-21,7867.60009765625,7876.5,7767.39990234375,7785.35009765625,485400,0.012939192071224292
2016-03-22,7947.14990234375,7964.5,7854.75,7882.60009765625,427300,0.010111063564503864
2016-03-23,7990.75,8004.0498046875,7932.2998046875,7964.60009765625,311000,0.005486255851722577
2016-03-28,7876.7001953125,8010.5498046875,7846.4501953125,8010.5498046875,330400,-0.014272728428182613
2016-03-29,7955.0,8011.60009765625,7876.89990234375,7880.9501953125,359300,0.009940686168822044
2016-03-30,8084.0,8096.85009765625,8014.25,8031.7001953125,335900,0.016216216216216273
2016-03-31,8087.60009765625,8125.5,8037.7001953125,8086.39990234375,468500,0.0004453361771710185
2016-04-01,8030.0498046875,8073.64990234375,8002.60009765625,8073.64990234375,325800,-0.007115867782017005
2016-04-04,8124.5498046875,8137.85009765625,8069.25,8093.10009765625,251800,0.011768295626863434
2016-04-05,7883.10009765625,8095.7001953125,7868.0,8092.35009765625,278500,-0.02971853368317645
2016-04-06,7919.9501953125,7954.60009765625,7891.64990234375,7902.35009765625,309400,0.004674569293773967
2016-04-07,7834.60009765625,7921.5,7810.2998046875,7918.75,262700,-0.01077659525015262
2016-04-08,7821.2998046875,7859.9501953125,7799.7001953125,7830.7998046875,195000,-0.0016976352083023505
2016-04-11,7992.5498046875,8000.9501953125,7817.9501953125,7848.7001953125,276800,0.021895337639066703
2016-04-12,8116.5,8136.39990234375,8009.2001953125,8011.0,348900,0.015508216819594356
2016-04-13,8399.349609375,8439.0,8183.4501953125,8191.64990234375,514500,0.0348487167344298
2016-04-18,8386.150390625,8425.900390625,8326.5498046875,8396.150390625,261400,-0.0015714572394114334
2016-04-20,8341.400390625,8401.4501953125,8307.2001953125,8401.4501953125,337000,-0.005336179047066292
2016-04-21,8320.2998046875,8436.25,8277.25,8395.7001953125,348100,-0.0025296215202923467
2016-04-22,8401.400390625,8434.75,8284.7001953125,8310.599609375,304300,0.0097473153421479
2016-04-25,8322.400390625,8409.5,8304.4501953125,8392.0498046875,243600,-0.009403194268440607
2016-04-26,8457.0498046875,8485.9501953125,8275.2998046875,8299.2001953125,303600,0.016179155981750126
2016-04-27,8479.650390625,8522.5498046875,8442.0498046875,8453.75,276500,0.0026723959843506506
2016-04-28,8317.650390625,8496.2998046875,8302.0498046875,8480.099609375,384900,-0.019104561218597604
2016-04-29,8288.9501953125,8360.099609375,8216.0,8296.849609375,256300,-0.00345051714903144
2016-05-02,8299.0498046875,8318.0498046875,8218.099609375,8263.5,259800,0.0012184425213113137
2016-05-03,8263.0498046875,8440.5,8246.099609375,8346.5,408400,-0.004337846000112777
2016-05-04,8087.2998046875,8238.650390625,8072.35009765625,8229.400390625,367000,-0.021269386504278343
2016-05-05,8133.89990234375,8184.5,8089.7998046875,8117.14990234375,270700,0.0057621330705757146
2016-05-06,8196.7998046875,8203.900390625,8055.2998046875,8111.0,239400,0.007733055864828753
2016-05-09,8315.9501953125,8323.849609375,8220.849609375,8222.2998046875,223800,0.01453620845501935
2016-05-10,8234.349609375,8309.5498046875,8192.0498046875,8309.5,290600,-0.00981253903895385
2016-05-11,8192.25,8265.0,8076.0498046875,8150.35009765625,276200,-0.005112681799066321
2016-05-12,8234.25,8260.9501953125,8198.599609375,8199.099609375,278800,0.00512679666758209
2016-05-13,8160.39990234375,8235.25,8127.35009765625,8215.2001953125,308100,-0.008968648954822855
2016-05-16,8200.2001953125,8220.9501953125,8126.39990234375,8196.0,217600,0.004877247861017064
2016-05-17,8245.0498046875,8304.5498046875,8191.14990234375,8223.4501953125,463300,0.005469331029337221
2016-05-18,8145.35009765625,8175.7001953125,8082.2998046875,8175.7001953125,286000,-0.012092068500855868
2016-05-19,8104.75,8186.7001953125,8070.9501953125,8154.4501953125,280000,-0.004984450903827042
2016-05-20,8080.75,8150.89990234375,8070.14990234375,8100.10009765625,244200,-0.0029612264412843814
2016-05-23,8026.60009765625,8131.25,8016.9501953125,8128.9501953125,251100,-0.006701098579185105
2016-05-24,8051.75,8065.7001953125,8005.0,8021.85009765625,298600,0.003133319467490736
2016-05-25,8211.9501953125,8240.099609375,8117.35009765625,8117.64990234375,743900,0.019896320093457875
2016-05-26,8312.650390625,8323.4501953125,8221.900390625,8256.0498046875,701800,0.012262640775632105
2016-05-27,8393.9501953125,8409.7998046875,8327.7001953125,8327.7001953125,384900,0.0097802506862541
2016-05-30,8497.0,8515.2001953125,8393.2998046875,8404.900390625,409600,0.012276675735465536
2016-05-31,8720.400390625,8741.400390625,8616.650390625,8669.75,1527000,0.026291678312933886
2016-06-01,8670.7998046875,8764.150390625,8646.5498046875,8733.4501953125,544700,-0.005687879422465958
2016-06-02,8713.7001953125,8730.5498046875,8638.9501953125,8638.9501953125,365100,0.004947685518215783
