Date,Total,Bulkcarriers,Containerships,Oil Tankers
06-Aug-20,86.99,95.44,84.05,67.27
07-Aug-20,87.46,97.02,84.05,68.75
08-Aug-20,87.4,97.28,84.78,70.24
09-Aug-20,86.86,97.02,84.78,70.61
10-Aug-20,87.73,99.65,85.02,69.13
11-Aug-20,87.46,99.13,86.23,68.75
12-Aug-20,87.46,100.71,86.23,67.27
13-Aug-20,86.99,99.13,85.99,66.9
14-Aug-20,87.06,101.76,84.05,66.9
15-Aug-20,86.79,101.76,84.29,66.52
16-Aug-20,86.86,103.61,85.5,64.29
17-Aug-20,87.93,105.19,86.48,65.41
18-Aug-20,87.66,104.4,86.48,66.9
19-Aug-20,88.4,106.51,88.18,66.52
20-Aug-20,88.53,107.3,87.2,69.5
21-Aug-20,89.53,108.35,86.48,70.24
22-Aug-20,88.4,105.72,87.93,68.01
23-Aug-20,87.73,105.19,88.18,67.64
24-Aug-20,88.46,105.45,89.15,69.13
25-Aug-20,89.53,105.98,88.9,69.13
26-Aug-20,90.13,107.56,88.66,71.36
27-Aug-20,89.6,105.72,88.18,71.36
28-Aug-20,89.6,107.83,89.15,69.87
29-Aug-20,89.87,108.09,90.12,70.24
30-Aug-20,90.47,108.88,89.88,70.98
31-Aug-20,90.4,107.3,90.36,71.73
01-Sep-20,91.2,108.88,89.15,75.82
02-Sep-20,91.67,110.46,90.61,74.33
03-Sep-20,91.87,111.25,90.12,76.56
04-Sep-20,91.8,110.2,91.58,76.19
05-Sep-20,92.41,110.99,90.85,76.56
06-Sep-20,94.21,114.42,90.61,78.79
07-Sep-20,94.41,114.95,91.58,80.65
08-Sep-20,94.01,115.47,90.85,79.16
09-Sep-20,94.54,116.79,90.61,80.28
10-Sep-20,95.15,118.64,91.58,79.9
11-Sep-20,95.28,118.37,93.03,79.53
12-Sep-20,95.15,118.64,93.03,79.53
13-Sep-20,94.81,117.58,92.06,80.65
14-Sep-20,94.34,118.11,91.09,77.67
15-Sep-20,95.15,120.22,92.31,75.07
16-Sep-20,95.28,119.43,91.09,76.19
17-Sep-20,95.41,121.54,93.03,72.47
18-Sep-20,95.61,122.06,94.01,72.47
19-Sep-20,95.15,121.54,92.31,73.21
20-Sep-20,94.68,120.22,92.06,72.84
21-Sep-20,94.54,120.75,91.82,71.36
22-Sep-20,94.14,122.85,91.33,72.1
23-Sep-20,93.68,121.27,93.28,68.75
24-Sep-20,93.94,121.8,94.73,69.5
25-Sep-20,94.14,118.64,94.73,69.87
26-Sep-20,94.34,119.69,93.76,69.87
27-Sep-20,93.94,119.95,94.25,69.13
28-Sep-20,93.07,119.16,93.76,69.87
29-Sep-20,92.67,119.69,93.52,69.13
30-Sep-20,91.8,116.79,92.55,68.75
01-Oct-20,91.6,114.95,94.49,65.41
02-Oct-20,91.6,116.53,92.79,65.04
03-Oct-20,91.34,116.26,93.52,63.92
04-Oct-20,91.4,116,93.28,62.44
05-Oct-20,91.8,115.74,94.25,61.69
06-Oct-20,93.21,116,94.25,65.04
07-Oct-20,93.34,114.42,95.46,66.52
08-Oct-20,93.41,115.47,95.71,66.9
09-Oct-20,92.47,112.31,95.46,66.52
10-Oct-20,92.87,114.15,93.28,66.15
11-Oct-20,93.88,115.21,94.49,67.27
12-Oct-20,93.68,115.21,95.95,67.64
13-Oct-20,93.94,116.53,94.73,69.13
14-Oct-20,93.94,115.47,96.43,68.38
15-Oct-20,93.81,112.31,95.46,69.13
16-Oct-20,92.01,109.41,94.25,68.01
17-Oct-20,93.07,112.84,94.49,69.87
18-Oct-20,93.21,114.42,93.76,68.38
19-Oct-20,93.07,114.95,94.49,68.75
20-Oct-20,92.61,112.57,95.95,68.38
21-Oct-20,92.87,113.63,94.01,71.36
22-Oct-20,92.74,114.42,93.76,70.61
23-Oct-20,92.54,116,92.55,70.98
24-Oct-20,92.74,117.32,93.28,70.24
25-Oct-20,92.67,114.68,94.73,70.24
26-Oct-20,93.01,116.79,94.25,68.75
27-Oct-20,93.07,117.58,94.25,68.38
28-Oct-20,93.88,117.85,95.22,70.61
29-Oct-20,94.54,119.43,94.49,73.21
30-Oct-20,94.95,117.32,96.19,73.96
31-Oct-20,95.61,122.06,95.46,73.96
01-Nov-20,94.48,119.43,96.68,73.59
02-Nov-20,94.34,118.64,95.46,73.96
03-Nov-20,94.01,118.9,95.95,72.47
04-Nov-20,93.88,120.48,94.25,71.73
05-Nov-20,94.08,121.27,94.49,70.98
06-Nov-20,94.34,122.33,94.73,71.36
07-Nov-20,94.14,119.95,97.41,70.98
08-Nov-20,94.41,122.33,96.68,70.24
09-Nov-20,95.15,123.38,95.46,70.98
10-Nov-20,94.48,121.01,95.71,70.61
11-Nov-20,94.61,122.33,94.25,71.36
12-Nov-20,94.01,122.33,94.49,71.36
13-Nov-20,95.35,124.17,94.49,72.47
14-Nov-20,96.35,124.44,94.98,71.36
15-Nov-20,96.95,123.65,95.71,73.21
16-Nov-20,96.48,121.27,94.73,73.96
17-Nov-20,97.35,123.65,94.01,73.96
18-Nov-20,97.48,122.85,95.22,72.84
19-Nov-20,97.48,121.8,94.49,73.59
20-Nov-20,97.75,121.27,94.25,75.07
21-Nov-20,98.42,123.38,94.01,75.44
22-Nov-20,98.55,124.96,92.55,75.82
23-Nov-20,98.95,125.23,94.01,75.44
24-Nov-20,97.68,120.48,94.73,72.84
25-Nov-20,97.95,121.27,93.28,72.1
26-Nov-20,96.75,117.05,94.73,70.98
27-Nov-20,97.42,119.69,93.76,71.73
28-Nov-20,97.62,116.79,94.01,72.47
29-Nov-20,98.42,118.37,94.49,72.84
30-Nov-20,97.55,115.74,94.73,73.96
01-Dec-20,96.88,115.21,93.52,73.96
02-Dec-20,97.22,116.79,94.73,73.96
03-Dec-20,96.01,111.78,95.46,75.44
04-Dec-20,97.15,114.42,93.76,77.3
05-Dec-20,97.35,115.21,93.03,77.3
06-Dec-20,96.48,112.84,93.28,76.19
07-Dec-20,95.95,109.94,92.79,79.16
08-Dec-20,96.15,109.94,93.76,78.42
09-Dec-20,95.75,107.83,93.28,80.65
10-Dec-20,96.35,109.94,93.03,80.65
11-Dec-20,96.21,108.09,94.01,83.25
12-Dec-20,94.95,106.51,92.31,83.62
13-Dec-20,94.48,106.51,93.28,82.88
14-Dec-20,94.48,106.51,94.49,82.13
15-Dec-20,93.74,104.4,94.73,81.39
16-Dec-20,93.34,105.19,92.31,81.02
17-Dec-20,93.94,107.83,93.76,78.79
18-Dec-20,93.34,106.77,94.01,78.42
19-Dec-20,93.48,103.87,93.52,79.9
20-Dec-20,93.34,101.5,94.98,81.39
21-Dec-20,93.74,101.76,94.98,81.39
22-Dec-20,94.21,103.35,94.25,81.39
23-Dec-20,93.14,101.24,93.52,82.51
24-Dec-20,93.34,103.35,92.06,82.51
25-Dec-20,93.21,103.08,91.82,82.88
26-Dec-20,92.87,102.29,91.58,83.62
27-Dec-20,92.67,101.76,91.09,84.36
28-Dec-20,93.01,103.35,90.85,85.11
29-Dec-20,93.01,102.55,92.31,83.62
30-Dec-20,92.67,99.92,91.58,83.25
31-Dec-20,93.74,103.35,91.09,83.25
01-Jan-21,93.61,101.76,92.55,81.76
02-Jan-21,94.08,102.29,92.55,82.13
03-Jan-21,94.28,102.03,92.79,83.62
04-Jan-21,94.28,103.61,94.01,80.28
05-Jan-21,94.21,103.61,92.55,81.02
06-Jan-21,94.41,105.72,91.82,79.53
07-Jan-21,93.41,102.03,91.82,80.28
08-Jan-21,94.14,104.66,92.79,78.79
09-Jan-21,95.15,106.77,94.01,78.79
10-Jan-21,95.88,106.77,92.79,81.39
11-Jan-21,95.75,105.98,91.82,82.88
12-Jan-21,95.35,106.51,91.09,82.51
13-Jan-21,95.61,106.51,92.06,82.13
14-Jan-21,95.01,103.61,90.61,83.62
15-Jan-21,95.35,103.08,90.61,84.36
16-Jan-21,94.68,102.29,90.36,83.25
17-Jan-21,94.88,102.29,89.39,80.65
18-Jan-21,94.08,100.97,87.2,82.51
19-Jan-21,94.01,100.71,88.18,82.51
20-Jan-21,94.61,103.35,88.18,80.65
21-Jan-21,94.88,102.03,89.39,82.51
22-Jan-21,94.14,99.65,90.12,81.39
23-Jan-21,93.74,99.13,90.36,81.02
24-Jan-21,94.48,99.39,91.82,81.39
25-Jan-21,94.68,99.92,91.33,79.53
26-Jan-21,94.88,99.13,90.85,80.65
27-Jan-21,94.28,98.6,91.58,80.28
28-Jan-21,93.54,98.34,90.12,78.42
29-Jan-21,93.21,97.81,89.88,77.67
30-Jan-21,92.94,97.28,89.88,78.42
31-Jan-21,92.87,96.75,88.9,77.3
01-Feb-21,92.67,95.17,89.39,79.9
02-Feb-21,92.27,93.59,91.82,79.9
03-Feb-21,93.21,94.12,92.55,79.16
04-Feb-21,94.54,97.55,92.31,79.16
05-Feb-21,94.34,95.44,92.55,76.56
06-Feb-21,93.01,92.54,91.58,75.07
07-Feb-21,91.94,90.43,90.61,74.7
08-Feb-21,92.07,91.48,91.09,72.47
09-Feb-21,93.07,92.54,91.58,73.96
10-Feb-21,93.94,94.12,92.06,74.33
11-Feb-21,94.88,97.55,93.03,75.82
12-Feb-21,95.48,99.92,94.73,75.07
13-Feb-21,95.75,102.03,95.22,73.59
14-Feb-21,95.88,104.93,94.49,74.7
15-Feb-21,96.35,105.72,96.68,72.84
16-Feb-21,96.01,103.87,96.43,74.7
17-Feb-21,96.15,104.14,96.92,74.33
18-Feb-21,96.15,104.66,95.46,73.59
19-Feb-21,97.15,108.35,95.22,73.96
20-Feb-21,98.42,108.88,95.46,76.56
21-Feb-21,97.22,107.83,94.73,73.96
22-Feb-21,97.42,108.09,93.03,77.67
23-Feb-21,98.15,109.67,94.25,77.67
24-Feb-21,99.02,110.46,94.49,79.9
25-Feb-21,100.29,110.99,95.95,80.65
26-Feb-21,100.62,112.57,94.98,82.13
27-Feb-21,99.69,112.05,94.49,80.65
28-Feb-21,100.69,115.47,95.46,81.02
01-Mar-21,101.49,115.21,96.43,79.9
02-Mar-21,101.56,117.85,94.25,77.67
03-Mar-21,101.43,117.05,94.49,80.28
04-Mar-21,101.63,115.74,95.95,82.13
05-Mar-21,101.63,116.53,94.73,84.36
06-Mar-21,102.56,118.37,96.43,86.22
07-Mar-21,104.17,121.27,97.16,85.11
08-Mar-21,104.63,122.59,96.92,85.11
09-Mar-21,104.97,124.17,97.65,84.36
10-Mar-21,104.63,122.59,97.89,85.11
11-Mar-21,104.1,118.64,97.41,84.74
12-Mar-21,103.56,118.11,97.16,84.74
13-Mar-21,103.16,116.26,97.16,86.22
14-Mar-21,103.03,114.15,99.35,86.22
15-Mar-21,103.03,111.52,97.89,87.71
16-Mar-21,104.37,114.95,98.14,86.97
17-Mar-21,103.83,113.63,98.62,88.45
18-Mar-21,103.83,115.47,96.92,88.45
19-Mar-21,103.3,113.89,95.95,89.19
20-Mar-21,102.43,113.36,95.95,86.59
21-Mar-21,102.63,113.63,95.22,87.71
22-Mar-21,102.56,114.15,96.43,85.48
23-Mar-21,100.62,110.46,95.22,82.88
24-Mar-21,97.89,107.56,91.58,79.16
25-Mar-21,93.54,102.29,88.18,76.56
26-Mar-21,89.47,97.55,84.53,73.21
27-Mar-21,86.99,94.65,81.62,72.1
28-Mar-21,82.78,88.05,78.22,69.5
29-Mar-21,80.71,86.47,73.6,66.52
30-Mar-21,81.65,82.52,78.7,69.87
31-Mar-21,81.65,84.63,78.22,68.01
01-Apr-21,82.92,85.42,81.37,68.01
02-Apr-21,83.79,88.05,81.86,67.64
03-Apr-21,86.13,94.38,79.67,70.24
04-Apr-21,87.4,97.28,81.62,71.36
05-Apr-21,86.59,96.75,78.7,73.21
06-Apr-21,87.4,95.96,81.37,72.84
07-Apr-21,88.33,95.7,81.13,75.07
08-Apr-21,89.6,95.44,84.53,77.67
09-Apr-21,91.94,98.86,83.56,80.65
10-Apr-21,93.07,101.76,83.07,80.65
11-Apr-21,93.81,104.4,81.37,78.79
12-Apr-21,93.48,104.4,82.1,78.79
13-Apr-21,92.34,102.55,81.86,77.3
14-Apr-21,92.47,103.61,81.62,75.82
15-Apr-21,91.74,102.29,82.59,74.33
16-Apr-21,91.74,103.61,82.83,72.84
17-Apr-21,91.8,103.35,82.83,74.33
18-Apr-21,91.74,103.61,83.32,74.7
19-Apr-21,92.34,103.35,84.29,73.21
20-Apr-21,93.88,106.25,85.02,75.82
21-Apr-21,96.75,109.41,88.18,78.79
22-Apr-21,100.16,112.84,91.09,82.51
23-Apr-21,103.97,119.43,94.25,84.36
24-Apr-21,107.51,122.59,98.38,86.22
25-Apr-21,111.52,126.28,100.81,91.42
26-Apr-21,112.92,128.39,103.72,93.28
27-Apr-21,111.72,129.18,100.32,89.94
28-Apr-21,110.85,126.81,100.56,87.71
29-Apr-21,108.71,126.28,97.16,85.48
30-Apr-21,106.97,123.65,96.19,83.62
01-May-21,105.44,117.58,97.65,80.28
02-May-21,103.5,113.36,96.92,79.9
03-May-21,104.03,112.84,98.86,78.42
04-May-21,102.43,110.99,95.22,79.16
05-May-21,101.29,110.46,96.43,75.82
06-May-21,99.96,112.05,92.06,73.59
07-May-21,97.68,108.35,93.03,70.61
08-May-21,97.08,105.72,93.76,69.87
09-May-21,96.35,103.35,94.01,71.73
10-May-21,95.81,105.19,92.55,70.61
11-May-21,97.15,107.04,92.79,71.73
12-May-21,97.82,108.35,94.25,72.84
13-May-21,99.02,109.41,94.01,76.19
14-May-21,98.89,108.09,94.49,76.19
15-May-21,98.22,105.98,94.73,75.44
16-May-21,99.09,107.04,93.76,76.93
17-May-21,98.55,105.72,94.49,78.79
18-May-21,99.36,109.15,93.28,79.9
19-May-21,99.56,108.35,93.28,80.28
20-May-21,98.82,107.56,93.76,78.79
21-May-21,98.09,103.87,93.76,79.16
22-May-21,97.89,104.93,92.31,79.53
23-May-21,97.15,104.66,93.52,77.3
24-May-21,97.08,104.4,95.46,77.67
25-May-21,97.35,106.51,93.52,79.16
26-May-21,97.15,105.98,93.76,79.53
27-May-21,99.49,108.88,94.49,79.16
28-May-21,99.29,107.56,94.01,80.65
29-May-21,99.15,109.41,93.76,81.76
30-May-21,99.82,111.52,93.28,80.28
31-May-21,99.69,110.73,95.95,79.9
01-Jun-21,98.55,109.67,95.71,78.79
02-Jun-21,98.49,109.94,94.25,79.9
03-Jun-21,98.15,109.94,94.73,78.79
04-Jun-21,98.15,110.2,92.55,77.3
05-Jun-21,97.75,112.31,92.06,75.82
06-Jun-21,97.82,111.25,92.79,76.56
07-Jun-21,99.36,109.94,94.25,77.67
08-Jun-21,98.35,108.62,94.01,76.19
09-Jun-21,98.02,107.04,92.79,77.67
10-Jun-21,97.42,107.3,94.25,75.07
11-Jun-21,97.75,107.3,93.52,75.07
12-Jun-21,98.49,110.99,93.52,73.21
13-Jun-21,97.89,109.67,93.52,72.47
14-Jun-21,98.29,111.78,92.31,72.47
15-Jun-21,97.95,109.41,93.76,70.61
16-Jun-21,97.28,109.67,92.79,70.24
17-Jun-21,98.29,111.25,92.06,71.36
18-Jun-21,98.09,110.73,93.52,72.47
19-Jun-21,98.09,109.94,93.28,72.47
20-Jun-21,98.95,111.25,94.01,71.73
21-Jun-21,98.82,110.99,93.03,71.73
22-Jun-21,99.62,113.89,93.03,71.73
23-Jun-21,99.09,111.25,94.25,72.84
24-Jun-21,97.22,110.73,91.33,72.1
25-Jun-21,98.69,114.15,92.31,73.21
26-Jun-21,98.95,111.78,93.76,73.21
27-Jun-21,97.89,110.46,93.28,74.33
28-Jun-21,99.02,112.05,91.09,78.42
29-Jun-21,100.89,114.68,91.58,79.16
30-Jun-21,100.16,113.63,91.82,78.05
01-Jul-21,100.56,113.89,92.79,77.3
02-Jul-21,100.22,112.05,95.22,76.93
03-Jul-21,100.02,110.2,93.76,78.42
04-Jul-21,99.69,111.78,93.52,76.56
05-Jul-21,98.75,112.05,94.73,75.07
06-Jul-21,99.09,113.89,94.25,76.93
07-Jul-21,98.82,111.52,94.73,74.7
08-Jul-21,98.75,110.99,94.01,73.96
09-Jul-21,98.62,111.25,94.98,76.56
10-Jul-21,98.22,109.94,95.71,75.82
11-Jul-21,98.89,112.05,96.19,75.82
12-Jul-21,98.09,109.94,96.92,73.96
13-Jul-21,97.82,109.94,95.95,76.19
14-Jul-21,98.09,110.99,96.43,75.44
15-Jul-21,97.48,109.67,98.14,74.33
16-Jul-21,98.29,110.73,97.16,74.7
17-Jul-21,98.35,111.25,97.89,75.44
18-Jul-21,97.82,109.41,97.65,75.44
19-Jul-21,98.22,110.73,98.86,73.96
20-Jul-21,97.35,108.09,99.84,73.96
21-Jul-21,98.29,112.05,98.62,73.59
22-Jul-21,98.69,109.94,99.84,74.7
23-Jul-21,97.62,107.83,99.59,73.59
24-Jul-21,97.35,109.67,98.62,73.59
25-Jul-21,98.22,112.31,100.08,72.1
26-Jul-21,97.89,111.25,100.56,70.24
27-Jul-21,97.68,111.78,98.62,70.98
28-Jul-21,98.69,113.89,98.62,72.1
29-Jul-21,99.22,114.42,98.86,74.33
30-Jul-21,100.09,115.47,99.84,74.7
31-Jul-21,100.09,116,100.81,74.33
01-Aug-21,100.49,116.26,100.81,76.19
02-Aug-21,101.56,118.37,100.56,76.93
03-Aug-21,102.03,119.16,100.56,75.82
04-Aug-21,102.23,122.06,99.84,75.82
05-Aug-21,103.1,123.38,100.08,76.56
06-Aug-21,103.56,124.17,100.56,75.07
07-Aug-21,103.76,125.49,99.35,75.82
08-Aug-21,103.43,126.55,99.11,75.82
09-Aug-21,103.97,127.6,98.14,77.67
10-Aug-21,105.03,129.71,98.86,76.19
11-Aug-21,106.24,131.82,99.84,75.82
12-Aug-21,106.84,132.61,98.62,77.3
13-Aug-21,106.84,133.93,98.38,76.56
14-Aug-21,107.04,134.98,97.89,76.93
15-Aug-21,107.37,139.2,98.14,75.82
16-Aug-21,108.38,139.46,96.68,79.53
17-Aug-21,109.31,139.46,96.19,82.88
18-Aug-21,109.85,139.2,97.16,83.99
19-Aug-21,109.98,141.57,97.41,83.99
20-Aug-21,110.91,142.63,98.86,83.62
21-Aug-21,110.98,141.57,98.86,84.74
22-Aug-21,110.51,140.52,98.38,84.36
23-Aug-21,110.98,144.74,98.62,81.76
24-Aug-21,111.58,145.79,100.81,81.76
25-Aug-21,111.72,144.74,102.51,79.9
26-Aug-21,111.45,144.74,102.02,79.53
27-Aug-21,111.25,146.58,98.14,81.02
28-Aug-21,111.92,148.43,98.86,81.76
29-Aug-21,112.52,147.9,100.81,80.65
30-Aug-21,111.45,146.58,98.62,81.39
31-Aug-21,111.52,146.05,99.59,81.76
01-Sep-21,110.78,143.95,100.08,81.76
02-Sep-21,110.71,145,99.84,82.13
03-Sep-21,111.05,145.79,99.35,82.88
04-Sep-21,111.32,146.32,99.84,83.62
05-Sep-21,112.32,146.05,102.02,84.74
06-Sep-21,112.79,147.9,102.51,84.74
07-Sep-21,112.38,149.22,102.51,85.48
08-Sep-21,112.25,149.22,102.26,85.85
09-Sep-21,111.98,150.01,102.99,84.74
10-Sep-21,112.12,148.95,102.26,86.59
11-Sep-21,111.38,147.37,102.75,86.22
12-Sep-21,111.52,144.47,101.78,89.94
13-Sep-21,110.11,143.42,101.78,88.08
14-Sep-21,110.31,144.74,101.54,85.85
15-Sep-21,110.11,145.79,102.26,84.36
16-Sep-21,109.78,145.26,101.78,84.74
17-Sep-21,109.24,143.68,101.05,86.22
18-Sep-21,109.51,146.32,100.81,85.11
19-Sep-21,110.58,144.74,101.54,88.45
20-Sep-21,110.11,142.89,100.81,88.82
21-Sep-21,110.05,143.42,99.84,89.57
22-Sep-21,110.38,145,99.35,91.42
23-Sep-21,109.98,144.47,99.35,90.68
24-Sep-21,110.11,145,100.81,89.19
25-Sep-21,109.91,143.42,101.29,89.57
26-Sep-21,109.78,144.21,100.56,89.94
27-Sep-21,109.58,143.68,101.54,89.94
28-Sep-21,110.71,144.74,100.81,92.91
29-Sep-21,113.19,149.48,101.54,94.77
30-Sep-21,112.85,147.64,102.26,94.77
01-Oct-21,111.78,143.15,101.78,94.4
02-Oct-21,112.38,144.74,101.29,95.51
03-Oct-21,111.18,143.15,99.35,92.17
04-Oct-21,109.98,140.52,98.86,91.42
05-Oct-21,110.65,139.99,101.05,91.42
06-Oct-21,109.98,138.15,102.02,91.42
07-Oct-21,110.18,137.62,101.05,92.17
08-Oct-21,110.71,140.78,101.78,90.68
09-Oct-21,111.45,141.05,102.02,92.17
10-Oct-21,111.32,143.42,100.56,90.31
11-Oct-21,112.58,145.53,101.54,90.31
12-Oct-21,112.58,145.26,103.24,89.57
13-Oct-21,112.72,144.47,103.48,88.82
14-Oct-21,112.45,143.68,102.75,86.97
15-Oct-21,112.18,143.95,102.99,86.59
16-Oct-21,112.92,142.63,104.69,88.08
17-Oct-21,112.45,145.79,103.48,86.97
18-Oct-21,111.85,143.68,102.99,91.05
19-Oct-21,110.98,141.05,103.48,88.82
20-Oct-21,111.11,141.57,102.51,89.19
21-Oct-21,111.52,139.99,104.94,89.57
22-Oct-21,111.85,139.46,106.39,91.8
23-Oct-21,110.18,138.94,103.48,89.94
24-Oct-21,111.11,142.1,102.51,91.05
25-Oct-21,111.18,142.36,101.78,92.54
26-Oct-21,110.38,142.89,102.02,88.82
27-Oct-21,109.04,139.99,101.54,88.45
28-Oct-21,108.84,140.25,99.84,89.19
29-Oct-21,108.98,144.21,99.84,87.34
30-Oct-21,108.91,143.42,100.56,88.45
31-Oct-21,109.44,143.42,100.81,91.05
01-Nov-21,110.25,145.79,101.54,89.94
02-Nov-21,110.18,144.47,98.14,92.91
03-Nov-21,110.38,143.68,98.14,92.91
04-Nov-21,110.38,144.47,98.38,91.8
05-Nov-21,110.31,141.57,98.38,92.54
06-Nov-21,110.51,141.84,99.35,91.05
07-Nov-21,109.64,136.56,101.29,90.68
08-Nov-21,108.31,134.45,100.32,89.57
09-Nov-21,108.64,134.98,98.86,89.19
10-Nov-21,109.04,135.77,97.41,91.8
11-Nov-21,109.11,134.19,98.86,95.51
12-Nov-21,109.38,134.98,96.43,94.77
13-Nov-21,107.11,132.35,94.25,93.28
14-Nov-21,107.97,131.55,95.46,94.03
15-Nov-21,108.64,131.55,98.38,91.8
16-Nov-21,108.64,131.29,98.62,92.17
17-Nov-21,109.04,132.08,99.35,92.91
18-Nov-21,108.64,134.19,97.65,92.17
19-Nov-21,108.58,133.66,96.19,92.17
20-Nov-21,110.71,134.98,98.38,94.77
21-Nov-21,109.71,132.35,97.16,93.28
22-Nov-21,110.98,134.72,97.89,92.91
23-Nov-21,111.11,133.93,99.59,94.03
24-Nov-21,111.25,132.35,99.59,94.4
25-Nov-21,111.72,131.29,102.51,95.14
26-Nov-21,112.32,131.82,103.48,95.14
27-Nov-21,112.18,131.03,104.21,91.8
28-Nov-21,112.45,132.87,104.45,88.82
29-Nov-21,112.65,132.87,104.94,89.94
30-Nov-21,112.05,131.82,106.39,86.59
01-Dec-21,111.72,132.87,106.15,86.97
02-Dec-21,111.05,131.03,104.69,89.19
03-Dec-21,110.38,130.5,104.94,89.19
04-Dec-21,110.58,132.61,102.99,89.94
05-Dec-21,110.98,134.98,102.75,89.94
06-Dec-21,112.38,138.67,102.75,91.8
07-Dec-21,111.18,135.25,104.21,91.8
08-Dec-21,110.51,134.98,104.21,91.05
09-Dec-21,111.58,138.15,104.45,89.94
10-Dec-21,111.98,138.94,107.85,89.19
11-Dec-21,113.05,139.73,109.55,88.08
12-Dec-21,111.98,138.94,108.09,87.71
13-Dec-21,111.58,139.2,105.67,87.71
14-Dec-21,111.52,140.25,104.45,88.45
15-Dec-21,110.51,137.35,103.72,88.82
16-Dec-21,109.91,136.3,102.75,86.59
17-Dec-21,109.58,137.35,102.75,85.11
18-Dec-21,109.18,136.3,103.48,84.74
19-Dec-21,109.38,134.98,105.42,84.74
20-Dec-21,108.24,135.25,102.75,83.99
21-Dec-21,107.91,133.93,100.81,86.97
22-Dec-21,108.64,137.09,103.48,85.85
23-Dec-21,108.71,136.83,102.26,85.85
24-Dec-21,107.51,131.82,100.56,86.97
25-Dec-21,107.51,131.82,99.35,90.68
26-Dec-21,107.64,130.76,100.32,91.42
27-Dec-21,106.97,128.65,100.32,89.57
28-Dec-21,106.7,129.97,100.32,89.19
29-Dec-21,106.5,128.92,99.59,89.57
30-Dec-21,107.37,131.82,100.08,88.45
31-Dec-21,107.31,132.61,100.32,86.22
01-Jan-22,107.11,131.55,101.29,86.22
02-Jan-22,106.97,131.55,102.02,85.11
03-Jan-22,106.7,129.45,102.26,83.62
04-Jan-22,107.91,132.87,101.29,83.99
05-Jan-22,107.37,131.55,101.29,81.76
06-Jan-22,106.84,129.18,100.32,82.88
07-Jan-22,107.84,130.76,99.11,86.22
08-Jan-22,106.84,129.71,97.89,85.48
09-Jan-22,106.3,128.92,97.16,83.25
10-Jan-22,105.7,128.39,97.65,81.39
11-Jan-22,107.24,130.24,99.11,83.99
12-Jan-22,106.77,129.97,98.86,82.51
13-Jan-22,107.57,129.18,100.08,83.99
14-Jan-22,106.7,127.6,99.35,82.88
15-Jan-22,106.1,126.81,99.84,81.76
16-Jan-22,104.97,127.07,97.16,80.65
17-Jan-22,105.5,126.55,100.32,79.53
18-Jan-22,105.64,128.13,100.81,77.3
19-Jan-22,104.83,124.7,99.35,76.56
20-Jan-22,105.3,123.65,100.56,77.3
21-Jan-22,105.03,126.28,101.05,75.07
22-Jan-22,104.97,124.96,100.32,73.21
23-Jan-22,104.1,123.65,99.59,75.07
24-Jan-22,105.1,125.49,99.11,78.05
25-Jan-22,105.37,124.96,98.86,78.79
26-Jan-22,105.17,125.75,99.35,78.05
27-Jan-22,105.23,122.06,101.05,78.42
28-Jan-22,105.9,123.12,101.05,78.42
29-Jan-22,105.17,119.69,101.78,76.56
30-Jan-22,105.5,122.59,101.54,75.82
31-Jan-22,105.17,122.33,101.78,76.56
01-Feb-22,104.63,121.27,102.99,76.19
02-Feb-22,105.57,124.7,102.99,78.05
03-Feb-22,105.97,127.86,103.97,75.82
04-Feb-22,104.3,126.28,102.51,71.36
05-Feb-22,105.17,126.55,104.45,72.84
06-Feb-22,105.17,124.44,105.67,72.84
07-Feb-22,106.77,127.34,107.12,74.33
08-Feb-22,106.97,129.18,107.12,71.36
09-Feb-22,107.84,132.08,107.12,71.36
10-Feb-22,107.31,132.35,104.69,72.1
11-Feb-22,108.58,134.19,105.18,74.7
12-Feb-22,109.58,134.45,106.39,75.07
13-Feb-22,110.45,136.56,106.88,75.82
14-Feb-22,111.11,134.98,108.58,76.19
15-Feb-22,110.85,131.55,110.04,75.07
16-Feb-22,110.38,132.08,109.31,75.82
17-Feb-22,109.44,133.14,107.61,74.33
18-Feb-22,110.45,136.83,105.91,75.07
19-Feb-22,111.78,139.46,108.58,76.19
20-Feb-22,111.45,138.94,106.88,75.82
21-Feb-22,110.98,137.88,108.09,74.33
22-Feb-22,110.11,137.88,107.85,72.1
23-Feb-22,110.58,136.04,110.28,72.1
24-Feb-22,110.65,140.25,110.28,69.5
25-Feb-22,110.31,139.73,108.58,71.73
26-Feb-22,111.18,143.42,107.85,74.33
27-Feb-22,111.38,142.89,106.64,75.44
28-Feb-22,111.72,144.74,105.18,75.82
01-Mar-22,111.72,145.26,104.94,75.07
02-Mar-22,111.45,142.63,105.42,73.96
03-Mar-22,111.38,140.52,105.42,73.96
04-Mar-22,112.12,138.67,106.88,77.67
05-Mar-22,111.98,141.57,105.67,76.56
06-Mar-22,112.25,141.31,106.15,77.3
07-Mar-22,111.52,140.25,104.45,79.16
08-Mar-22,109.91,136.56,102.99,78.79
09-Mar-22,109.71,135.25,104.45,79.9
10-Mar-22,110.85,136.3,106.64,80.28
11-Mar-22,110.05,133.4,106.88,79.53
12-Mar-22,108.84,133.14,104.69,77.67
13-Mar-22,108.91,132.08,106.39,79.53
