Date,Total,Bulkcarriers,Containerships,Oil Tankers
24-Oct-23,138.38,163.19,116.84,172.44
25-Oct-23,139.04,165.83,116.6,172.82
26-Oct-23,138.91,166.35,115.14,172.44
27-Oct-23,138.24,163.98,115.38,170.96
28-Oct-23,139.04,165.56,115.14,172.07
29-Oct-23,138.04,163.72,115.62,168.73
30-Oct-23,138.24,163.72,116.11,167.98
31-Oct-23,138.78,162.4,116.11,170.21
01-Nov-23,139.51,162.14,116.11,172.07
02-Nov-23,139.24,163.98,114.41,171.7
03-Nov-23,139.38,166.62,112.71,171.7
04-Nov-23,140.11,165.3,113.68,175.42
05-Nov-23,139.65,166.09,113.92,172.44
06-Nov-23,139.51,168.46,113.2,169.84
07-Nov-23,139.11,168.46,113.68,167.61
08-Nov-23,139.65,172.15,111.98,167.98
09-Nov-23,139.58,173.47,111.98,168.36
10-Nov-23,139.18,173.74,109.55,168.73
11-Nov-23,138.11,174.53,109.31,167.24
12-Nov-23,137.97,175.05,108.82,166.13
13-Nov-23,137.64,173.47,108.58,167.98
14-Nov-23,137.71,171.63,111.25,167.98
15-Nov-23,138.98,173.21,112.22,169.47
16-Nov-23,138.78,172.42,113.2,167.24
17-Nov-23,139.65,174.79,113.68,168.73
18-Nov-23,140.98,181.12,112.95,167.61
19-Nov-23,139.65,180.85,110.28,167.24
20-Nov-23,139.18,181.65,109.31,167.98
21-Nov-23,138.44,178.75,111.01,165.38
22-Nov-23,138.91,180.33,109.55,166.13
23-Nov-23,137.91,176.11,110.52,165.75
24-Nov-23,138.71,174.79,111.98,166.87
25-Nov-23,138.18,172.95,111.25,165.75
26-Nov-23,139.24,172.95,111.25,167.61
27-Nov-23,139.18,174.79,110.28,166.5
28-Nov-23,139.24,176.9,109.31,166.5
29-Nov-23,139.31,176.37,110.52,163.52
30-Nov-23,138.98,176.11,110.52,161.67
01-Dec-23,138.98,175.05,110.77,162.04
02-Dec-23,137.91,176.64,109.31,159.81
03-Dec-23,138.04,177.69,108.09,161.29
04-Dec-23,137.31,174.79,108.09,160.18
05-Dec-23,137.64,175.32,107.37,160.92
06-Dec-23,136.3,172.15,107.85,156.83
07-Dec-23,135.37,170.57,107.85,155.35
08-Dec-23,136.17,172.15,109.07,153.12
09-Dec-23,136.37,170.31,108.34,154.23
10-Dec-23,136.44,173.74,106.64,153.49
11-Dec-23,136.17,171.89,105.18,154.98
12-Dec-23,136.5,172.68,105.67,155.72
13-Dec-23,136.44,175.58,103.97,154.98
14-Dec-23,136.3,173.74,102.26,156.46
15-Dec-23,134.77,171.63,101.29,153.12
16-Dec-23,134.5,169.52,100.32,151.63
17-Dec-23,135.97,171.1,99.84,154.6
18-Dec-23,135.9,170.57,100.08,153.49
19-Dec-23,136.17,173.21,97.41,154.98
20-Dec-23,135.17,173.21,96.68,154.6
21-Dec-23,136.04,177.43,95.22,153.49
22-Dec-23,135.1,179.54,92.31,152
23-Dec-23,133.7,179.01,90.36,149.03
24-Dec-23,132.23,179.01,87.2,148.66
25-Dec-23,131.03,176.64,84.53,149.77
26-Dec-23,130.02,176.11,82.83,150.89
27-Dec-23,128.89,178.22,80.4,150.52
28-Dec-23,128.75,179.27,79.19,152
29-Dec-23,127.35,178.75,77,151.26
30-Dec-23,127.02,179.8,75.54,149.77
31-Dec-23,124.95,174.26,73.84,150.89
01-Jan-24,123.61,172.95,72.39,152.37
02-Jan-24,122.34,171.1,69.96,151.63
03-Jan-24,121.27,171.36,66.8,152
04-Jan-24,120.34,173.21,63.64,151.63
05-Jan-24,117.73,168.99,60.73,151.26
06-Jan-24,116.39,167.67,59.76,147.54
07-Jan-24,115.12,166.62,59.03,147.54
08-Jan-24,114.12,168.73,59.76,143.83
09-Jan-24,112.05,170.31,54.41,140.85
10-Jan-24,109.38,165.3,52.47,140.85
11-Jan-24,107.97,166.62,50.28,140.11
12-Jan-24,105.3,163.72,47.85,137.14
13-Jan-24,104.1,163.72,46.64,137.14
14-Jan-24,101.23,160.03,45.18,134.54
15-Jan-24,100.36,161.08,43.72,135.65
16-Jan-24,98.35,157.92,42.27,135.28
17-Jan-24,96.62,155.28,41.05,132.68
18-Jan-24,95.55,153.7,39.84,135.65
19-Jan-24,93.61,150.01,38.87,135.65
20-Jan-24,91.94,146.58,38.62,135.65
21-Jan-24,91.34,145.79,39.11,135.28
22-Jan-24,90.54,146.85,38.62,133.42
23-Jan-24,89.27,143.95,38.62,130.82
