date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020/06/23 00:00:00+00,2020,6,23,chokepoint6,Strait of Hormuz,11,14,3,3,61,31,92,473911.690839217,329108.903158909,5480.19946952644,1537.13964830634,2280654.60135474,810037.933115958,3090692.53447069,47630
2020/06/24 00:00:00+00,2020,6,24,chokepoint6,Strait of Hormuz,13,12,6,2,42,33,75,519827.19689519,265066.281402819,42434.8880778431,3788.91573263401,2156900.32998407,831117.282108487,2988017.61209256,47631
2020/06/25 00:00:00+00,2020,6,25,chokepoint6,Strait of Hormuz,12,12,5,2,49,31,80,141413.064475768,456400.407239605,24419.0949799917,0,2456514.61185408,622232.566695364,3078747.17854944,47632
2020/06/26 00:00:00+00,2020,6,26,chokepoint6,Strait of Hormuz,10,14,1,2,74,27,101,227966.755738883,366394.710851548,6682.25499744955,0,3289666.3778421,601043.721587881,3890710.09942998,47633
2020/06/27 00:00:00+00,2020,6,27,chokepoint6,Strait of Hormuz,17,9,5,0,49,31,80,634132.793489292,302044.708219621,50946.4089013591,0,1763177.18936994,987123.910610271,2750301.09998021,47634
2020/06/28 00:00:00+00,2020,6,28,chokepoint6,Strait of Hormuz,15,13,4,3,42,35,77,620343.331081456,351874.440007688,17733.6790136666,0,1827648.09035485,989951.45010281,2817599.54045766,47635
2020/06/29 00:00:00+00,2020,6,29,chokepoint6,Strait of Hormuz,14,14,4,0,59,32,91,636212.672312581,552913.695146051,10582.2096465815,0,1463283.87136003,1199708.57710521,2662992.44846525,47636
2020/06/30 00:00:00+00,2020,6,30,chokepoint6,Strait of Hormuz,12,14,7,0,55,33,88,305106.465588223,512023.546748034,46579.1076505843,0,1860870.34634904,863709.119986841,2724579.46633588,47637
2020/07/01 00:00:00+00,2020,7,1,chokepoint6,Strait of Hormuz,15,14,3,4,46,36,82,545031.491173321,589989.403674016,12046.6999988676,9280.36364975726,2223416.247788,1156347.95849596,3379764.20628397,47638
2020/07/02 00:00:00+00,2020,7,2,chokepoint6,Strait of Hormuz,12,12,6,3,49,33,82,495702.946197117,381631.627174598,13674.3491790469,1703.34736261204,2008425.78578487,892712.269913374,2901138.05569824,47639
2020/07/03 00:00:00+00,2020,7,3,chokepoint6,Strait of Hormuz,15,17,4,0,52,36,88,510002.056281895,732250.386848752,24672.304228011,0,2814776.12465146,1266924.74735866,4081700.87201012,47640
2020/07/04 00:00:00+00,2020,7,4,chokepoint6,Strait of Hormuz,11,20,4,2,45,37,82,273277.652474171,494579.248979815,10058.2718832128,11531.2253042576,3455138.94373234,789446.398641456,4244585.3423738,47641
2020/07/05 00:00:00+00,2020,7,5,chokepoint6,Strait of Hormuz,11,9,7,1,51,28,79,321794.427988742,136480.972505127,50821.9399916327,0,2255532.54502923,509097.340485502,2764629.88551473,47642
2020/07/06 00:00:00+00,2020,7,6,chokepoint6,Strait of Hormuz,12,13,3,1,58,29,87,510783.435390472,511379.111851574,6659.09606848422,0,2896141.46009318,1028821.64331053,3924963.10340371,47643
2020/07/07 00:00:00+00,2020,7,7,chokepoint6,Strait of Hormuz,18,10,8,1,65,37,102,594803.20112208,264064.685570021,101534.13080566,5310.17585679648,3536588.45182587,965712.193354557,4502300.64518043,47644
2020/07/08 00:00:00+00,2020,7,8,chokepoint6,Strait of Hormuz,10,12,3,1,50,26,76,448252.896061226,345185.775288997,11151.3924396801,0,1673025.16194261,804590.063789903,2477615.22573251,47645
2020/07/09 00:00:00+00,2020,7,9,chokepoint6,Strait of Hormuz,17,15,2,1,45,35,80,619154.540689138,499067.765487848,19497.2223121849,0,1948004.94201303,1137719.52848917,3085724.4705022,47646
2020/07/10 00:00:00+00,2020,7,10,chokepoint6,Strait of Hormuz,10,11,5,1,45,27,72,476723.005855601,536944.09223218,14385.423958682,0,2495687.76588505,1028052.52204646,3523740.28793151,47647
2020/07/11 00:00:00+00,2020,7,11,chokepoint6,Strait of Hormuz,11,11,5,3,60,30,90,249465.072864622,273772.717313207,27768.547341521,8347.20505661315,3925231.80255472,559353.542575963,4484585.34513068,47648
2020/07/12 00:00:00+00,2020,7,12,chokepoint6,Strait of Hormuz,15,13,3,0,56,31,87,510615.562121219,242925.995504716,6474.96327958323,0,2590504.66288937,760016.520905518,3350521.18379489,47649
2020/07/13 00:00:00+00,2020,7,13,chokepoint6,Strait of Hormuz,12,15,4,3,48,34,82,416525.18175982,289371.40500247,10927.4945015652,8769.15318954112,2381203.35822515,725593.234453396,3106796.59267854,47650
2019/11/07 00:00:00+00,2019,11,7,chokepoint6,Strait of Hormuz,12,13,8,6,50,39,89,521768.541764105,274102.567105246,34944.5321074985,13197.3706953214,2357410.26557222,844013.01167217,3201423.27724439,47651
2019/11/08 00:00:00+00,2019,11,8,chokepoint6,Strait of Hormuz,11,18,5,1,52,35,87,517131.016929168,404606.24964319,31239.4354642768,0,2851551.59089982,952976.702036635,3804528.29293645,47652
2019/11/09 00:00:00+00,2019,11,9,chokepoint6,Strait of Hormuz,17,9,6,4,47,36,83,421893.5649635,293544.777921214,37517.0671046167,10383.181980139,2825988.79171686,763338.59196947,3589327.38368633,47653
2019/11/10 00:00:00+00,2019,11,10,chokepoint6,Strait of Hormuz,12,13,1,2,43,28,71,485086.367530755,533597.786882748,0,0,1823020.86214279,1018684.1544135,2841705.01655629,47654
2019/11/11 00:00:00+00,2019,11,11,chokepoint6,Strait of Hormuz,7,16,3,2,54,28,82,390407.483648543,783067.195494184,17539.8156128853,10655.7710208728,2065072.71817211,1201670.26577648,3266742.9839486,47655
2019/11/12 00:00:00+00,2019,11,12,chokepoint6,Strait of Hormuz,11,14,1,0,64,26,90,355625.497420007,540448.753568062,1799.25728564325,0,1250358.10528283,897873.508273711,2148231.61355654,47656
2019/11/13 00:00:00+00,2019,11,13,chokepoint6,Strait of Hormuz,14,12,10,2,50,38,88,498320.404850163,103750.336606637,20320.6870169098,5038.10730122917,1827413.30722061,627429.53577494,2454842.84299555,47657
2019/11/14 00:00:00+00,2019,11,14,chokepoint6,Strait of Hormuz,14,8,4,3,41,29,70,573032.336399292,174447.871124524,16031.3264055191,0,977601.593157692,763511.533929335,1741113.12708703,47658
2019/11/15 00:00:00+00,2019,11,15,chokepoint6,Strait of Hormuz,6,9,2,1,37,18,55,244061.652535958,393738.957409346,8045.84726265114,0,1329970.76694374,645846.457207955,1975817.2241517,47659
2019/11/16 00:00:00+00,2019,11,16,chokepoint6,Strait of Hormuz,9,10,7,3,44,29,73,219787.903448023,462163.361339455,33477.9130645765,8497.63464682609,1511510.38252439,723926.812498881,2235437.19502328,47660
2019/11/17 00:00:00+00,2019,11,17,chokepoint6,Strait of Hormuz,15,14,3,2,51,34,85,529628.115837359,344460.871283936,9500.51327436995,2916.93532204297,656859.340846201,886506.435717708,1543365.77656391,47661
2019/11/18 00:00:00+00,2019,11,18,chokepoint6,Strait of Hormuz,11,14,7,3,32,35,67,373120.953272866,598702.753717763,29035.1831523533,10993.9990936302,1072054.47279175,1011852.88923661,2083907.36202836,47662
2019/11/19 00:00:00+00,2019,11,19,chokepoint6,Strait of Hormuz,13,13,2,1,40,29,69,457218.299260963,369526.881346701,14527.9931641519,2991.69069939334,1401133.01166654,844264.86447121,2245397.87613775,47663
2019/11/20 00:00:00+00,2019,11,20,chokepoint6,Strait of Hormuz,9,12,3,2,52,26,78,433855.493162442,422280.45400797,52373.6862230462,5290.76458656707,949924.837385584,913800.397980025,1863725.23536561,47664
2019/11/21 00:00:00+00,2019,11,21,chokepoint6,Strait of Hormuz,10,13,2,3,38,28,66,215035.751828707,445043.351531264,14611.9764830586,9995.64279021325,1034140.96261055,684686.722633242,1718827.68524379,47665
2019/11/22 00:00:00+00,2019,11,22,chokepoint6,Strait of Hormuz,15,6,2,3,35,26,61,620527.085089945,206960.467689284,18174.8517399164,1937.09266984974,1175532.52138663,847599.497188995,2023132.01857563,47666
2019/11/23 00:00:00+00,2019,11,23,chokepoint6,Strait of Hormuz,12,10,3,2,53,27,80,388409.147430603,267372.349560276,12849.1741497345,5188.51920108892,1730850.36123117,673819.190341702,2404669.55157287,47667
2019/11/24 00:00:00+00,2019,11,24,chokepoint6,Strait of Hormuz,8,14,4,0,49,26,75,268339.539126162,349999.236630788,16802.5791980529,0,1518557.95763135,635141.354955003,2153699.31258636,47668
2019/11/25 00:00:00+00,2019,11,25,chokepoint6,Strait of Hormuz,8,9,4,5,38,26,64,272638.538082983,268242.870007904,31910.1382585921,12191.8547568409,1239169.74863485,584983.401106321,1824153.14974117,47669
2019/11/26 00:00:00+00,2019,11,26,chokepoint6,Strait of Hormuz,9,20,6,2,48,37,85,380805.683029333,329013.844068795,28666.0885610067,3944.18937876747,1196146.28010557,742429.805037902,1938576.08514347,47670
2019/11/27 00:00:00+00,2019,11,27,chokepoint6,Strait of Hormuz,13,13,1,1,50,28,78,437765.510037277,368294.883313589,4618.36842071043,2013.8300126082,1140965.49199878,812692.591784185,1953658.08378297,47671
2019/11/28 00:00:00+00,2019,11,28,chokepoint6,Strait of Hormuz,6,8,5,1,56,20,76,140291.592038654,327735.936628921,20631.007924451,3954.93121851642,2300161.45305782,492613.467810542,2792774.92086837,47672
2019/11/29 00:00:00+00,2019,11,29,chokepoint6,Strait of Hormuz,7,11,7,2,48,27,75,364800.442824569,289954.849284885,66115.952382153,2013.8300126082,1530381.13498115,722885.074504216,2253266.20948536,47673
2019/11/30 00:00:00+00,2019,11,30,chokepoint6,Strait of Hormuz,11,14,3,1,51,29,80,401734.073613612,304042.702545478,25548.7102862046,4091.26703184881,2294366.55753013,735416.753477143,3029783.31100727,47674
2019/12/01 00:00:00+00,2019,12,1,chokepoint6,Strait of Hormuz,15,13,8,1,37,37,74,407907.678303602,195913.018438091,21360.5947857117,0,1148835.63050578,625181.291527404,1774016.92203318,47675
2019/12/02 00:00:00+00,2019,12,2,chokepoint6,Strait of Hormuz,9,12,2,3,51,26,77,305406.034053806,200486.107089847,3950.67709135404,7421.33724191225,1877940.38093175,517264.155476919,2395204.53640867,47676
2019/12/03 00:00:00+00,2019,12,3,chokepoint6,Strait of Hormuz,13,11,5,2,48,31,79,454530.397986981,313767.430056997,33105.1529007119,0,1970955.10718164,801402.98094469,2772358.08812633,47677
2019/12/04 00:00:00+00,2019,12,4,chokepoint6,Strait of Hormuz,11,14,1,0,49,26,75,228673.672935774,380473.099697081,0,0,2963954.72320359,609146.772632855,3573101.49583644,47678
2019/12/05 00:00:00+00,2019,12,5,chokepoint6,Strait of Hormuz,11,8,1,2,46,22,68,355490.215690792,179903.316571387,5872.34353320182,0,712883.988929304,541265.875795381,1254149.86472468,47679
2019/12/06 00:00:00+00,2019,12,6,chokepoint6,Strait of Hormuz,7,12,1,1,26,21,47,384782.109645871,367466.214316519,5481.45277365516,0,1124311.14146065,757729.776736045,1882040.91819669,47680
2019/12/07 00:00:00+00,2019,12,7,chokepoint6,Strait of Hormuz,9,15,5,1,46,30,76,308606.402284696,347127.208635574,17122.9093698364,2182.99403891707,977003.146704144,675039.514329024,1652042.66103317,47681
2019/12/08 00:00:00+00,2019,12,8,chokepoint6,Strait of Hormuz,11,11,2,3,55,27,82,443736.484054608,361663.764599653,14692.9548406302,4912.95673708026,1491077.31528562,825006.160231972,2316083.47551759,47682
2019/12/09 00:00:00+00,2019,12,9,chokepoint6,Strait of Hormuz,12,15,3,1,42,31,73,412459.373480012,476106.365436276,13747.6632065198,0,767345.797727534,902313.402122807,1669659.19985034,47683
2019/12/10 00:00:00+00,2019,12,10,chokepoint6,Strait of Hormuz,10,15,2,0,38,27,65,451502.229856916,481978.879733157,11813.4810663756,0,2473634.2839996,945294.590656448,3418928.87465605,47684
2019/12/11 00:00:00+00,2019,12,11,chokepoint6,Strait of Hormuz,12,9,4,1,39,26,65,404998.028191565,133006.675845915,0,0,1406986.39010334,538004.70403748,1944991.09414082,47685
2019/12/12 00:00:00+00,2019,12,12,chokepoint6,Strait of Hormuz,11,12,4,1,53,28,81,467621.584099764,282003.867630646,24437.8514237742,0,2420233.09969631,774063.303154185,3194296.4028505,47686
2019/12/13 00:00:00+00,2019,12,13,chokepoint6,Strait of Hormuz,11,13,2,2,54,28,82,489099.815157363,592481.366642731,1566.00233128582,3944.18937876747,2082099.15792117,1087091.37351015,3169190.53143132,47687
2019/12/14 00:00:00+00,2019,12,14,chokepoint6,Strait of Hormuz,8,17,1,1,59,27,86,292091.437849597,710524.965237655,0,0,2496865.90339894,1002616.40308725,3499482.30648619,47688
2019/12/15 00:00:00+00,2019,12,15,chokepoint6,Strait of Hormuz,11,10,6,4,58,31,89,431835.209694171,270490.207404016,5291.13069625977,13060.1768162995,3050282.81087077,720676.724610746,3770959.53548151,47689
2019/12/16 00:00:00+00,2019,12,16,chokepoint6,Strait of Hormuz,7,18,2,2,35,29,64,254273.376505866,439451.731775163,4339.39469887576,5812.98895416236,1762449.51402564,703877.491934068,2466327.00595971,47690
2019/12/17 00:00:00+00,2019,12,17,chokepoint6,Strait of Hormuz,10,15,3,1,51,29,80,296911.423441134,359553.102258,3588.25740295514,6223.14166666667,1709491.65966167,666275.924768756,2375767.58443043,47691
2019/12/18 00:00:00+00,2019,12,18,chokepoint6,Strait of Hormuz,13,9,4,2,40,28,68,368292.075611465,328695.405899653,20289.6128760575,0,1063358.54890146,717277.094387176,1780635.64328864,47692
2019/12/19 00:00:00+00,2019,12,19,chokepoint6,Strait of Hormuz,10,10,1,1,45,22,67,296665.232919637,322518.867239865,17523.4037793399,0,1352445.41247177,636707.503938841,1989152.91641061,47693
2019/12/20 00:00:00+00,2019,12,20,chokepoint6,Strait of Hormuz,8,10,3,1,53,22,75,321789.331244499,266084.581172403,3199.88438636411,0,1051745.54667427,591073.796803265,1642819.34347754,47694
2019/12/21 00:00:00+00,2019,12,21,chokepoint6,Strait of Hormuz,12,17,6,3,41,38,79,327946.788406367,708533.06510295,31870.1794165915,4452.60182447381,1114821.63521956,1072802.63475038,2187624.26996994,47695
2019/12/22 00:00:00+00,2019,12,22,chokepoint6,Strait of Hormuz,11,14,6,0,48,31,79,304143.556479971,620535.294467281,22157.7577328783,0,2107914.00198369,946836.60868013,3054750.61066382,47696
2019/12/23 00:00:00+00,2019,12,23,chokepoint6,Strait of Hormuz,13,17,2,3,52,35,87,332806.481782164,654640.491081858,20407.7017206187,5064.15247330711,1113170.07826475,1012918.82705795,2126088.9053227,47697
2019/12/24 00:00:00+00,2019,12,24,chokepoint6,Strait of Hormuz,14,19,6,3,54,42,96,659384.678881656,540715.717847441,36528.9011151412,0,1561475.1590703,1236629.29784424,2798104.45691454,47698
2019/12/25 00:00:00+00,2019,12,25,chokepoint6,Strait of Hormuz,8,22,6,2,57,38,95,289339.284391822,633543.604081332,47302.4628596574,0,910051.1048778,970185.351332811,1880236.45621061,47699
2019/12/26 00:00:00+00,2019,12,26,chokepoint6,Strait of Hormuz,7,21,6,2,58,36,94,222267.757965562,623232.208940332,47591.92349697,0,1681639.36333542,893091.890402864,2574731.25373829,47700
2019/12/27 00:00:00+00,2019,12,27,chokepoint6,Strait of Hormuz,10,9,2,2,41,23,64,482961.974356235,420647.570387406,5787.42030447333,2094.34364130598,433585.888823904,911491.30868942,1345077.19751332,47701
2020/04/05 00:00:00+00,2020,4,5,chokepoint6,Strait of Hormuz,12,17,8,0,59,37,96,308684.515983459,514189.345992146,67922.5080509428,0,3772645.33454524,890796.370026547,4663441.70457179,47702
2020/04/06 00:00:00+00,2020,4,6,chokepoint6,Strait of Hormuz,10,17,4,4,59,35,94,464313.557772588,677338.364351848,17046.9598751238,6432.96256228389,2884130.04145834,1165131.84456184,4049261.88602018,47703
2020/04/07 00:00:00+00,2020,4,7,chokepoint6,Strait of Hormuz,17,22,7,1,43,47,90,596043.915458844,660138.475877552,50423.2714105591,0,1746108.54724267,1306605.66274696,3052714.20998963,47704
2020/04/08 00:00:00+00,2020,4,8,chokepoint6,Strait of Hormuz,15,15,6,2,58,38,96,287984.532653553,427137.529743677,28293.8647569763,2789.20320128217,3203983.04370667,746205.130355489,3950188.17406215,47705
2020/04/09 00:00:00+00,2020,4,9,chokepoint6,Strait of Hormuz,17,16,2,2,55,37,92,465282.5173127,475952.417561359,10150.8906952455,2013.8300126082,3850490.86916944,953399.655581912,4803890.52475135,47706
2020/04/10 00:00:00+00,2020,4,10,chokepoint6,Strait of Hormuz,10,13,8,1,61,32,93,262286.622001579,442511.712795398,21147.6333138323,0,2136067.61579475,725945.968110809,2862013.58390556,47707
2020/04/11 00:00:00+00,2020,4,11,chokepoint6,Strait of Hormuz,14,20,1,3,57,38,95,637794.597769537,696938.557431841,6682.25499744955,0,3382966.19436227,1341415.41019883,4724381.6045611,47708
2020/04/12 00:00:00+00,2020,4,12,chokepoint6,Strait of Hormuz,14,16,3,2,57,35,92,337850.150277935,859308.142092499,13081.6838394876,4799.4860625117,3562043.87604262,1215039.46227243,4777083.33831505,47709
2020/04/13 00:00:00+00,2020,4,13,chokepoint6,Strait of Hormuz,13,9,1,3,53,26,79,470357.35809666,232212.622715096,2196.20259574546,0,3274054.65869744,704766.183407501,3978820.84210494,47710
2020/04/14 00:00:00+00,2020,4,14,chokepoint6,Strait of Hormuz,2,18,6,2,41,28,69,22892.6583294412,644987.658660918,23782.5598801245,0,3149995.13356473,691662.876870484,3841658.01043522,47711
2020/04/15 00:00:00+00,2020,4,15,chokepoint6,Strait of Hormuz,11,12,1,2,40,26,66,474669.444554142,322435.213863325,17487.3621126732,4346.50556064803,1874949.09846026,818938.526090788,2693887.62455104,47712
2020/04/16 00:00:00+00,2020,4,16,chokepoint6,Strait of Hormuz,10,13,4,0,60,27,87,267803.008575476,458403.360813053,16980.0715380778,0,2043500.02833725,743186.440926607,2786686.46926386,47713
2020/04/17 00:00:00+00,2020,4,17,chokepoint6,Strait of Hormuz,12,10,3,4,50,29,79,262317.895071332,495600.288063619,13351.1773645255,4009.85244219915,2993723.07601266,775279.212941675,3769002.28895434,47714
2020/04/18 00:00:00+00,2020,4,18,chokepoint6,Strait of Hormuz,18,10,1,1,53,30,83,727901.097372869,246453.228764591,3647.54242706675,0,2582697.66993551,978001.868564527,3560699.53850004,47715
2020/04/19 00:00:00+00,2020,4,19,chokepoint6,Strait of Hormuz,11,16,1,2,52,30,82,293217.093539565,557752.23279352,35314.4398836979,0,3208323.57295974,886283.766216782,4094607.33917652,47716
2020/04/20 00:00:00+00,2020,4,20,chokepoint6,Strait of Hormuz,11,13,3,1,50,28,78,392676.91786228,480537.683009379,2506.38519097816,0,3564496.34295336,875720.986062637,4440217.329016,47717
2020/04/21 00:00:00+00,2020,4,21,chokepoint6,Strait of Hormuz,7,9,5,2,56,23,79,236835.513204022,333304.935635042,18038.8289282117,1672.37320097994,3386870.46270681,589851.650968256,3976722.11367507,47718
2020/04/22 00:00:00+00,2020,4,22,chokepoint6,Strait of Hormuz,14,14,7,2,44,37,81,594590.028750807,382730.880666378,30740.873826918,0,1183611.62394564,1008061.7832441,2191673.40718974,47719
2020/04/23 00:00:00+00,2020,4,23,chokepoint6,Strait of Hormuz,13,17,5,3,57,38,95,390257.879190776,670385.305192377,15280.3905221162,10317.3071917046,2129888.33732418,1086240.88209697,3216129.21942116,47720
2020/04/24 00:00:00+00,2020,4,24,chokepoint6,Strait of Hormuz,13,14,3,3,54,33,87,414298.874598051,475374.660234109,17708.3472322756,18086.0231359348,3507544.70786556,925467.90520037,4433012.61306593,47721
2020/04/25 00:00:00+00,2020,4,25,chokepoint6,Strait of Hormuz,8,15,8,2,58,33,91,459740.824363611,263573.908133523,39397.343347125,9516.77747477483,2295329.76776842,772228.853319034,3067558.62108746,47722
2020/04/26 00:00:00+00,2020,4,26,chokepoint6,Strait of Hormuz,17,13,6,0,65,36,101,595670.616871148,423963.41740693,44039.1242358668,0,3693478.44971036,1063673.15851395,4757151.6082243,47723
2020/04/27 00:00:00+00,2020,4,27,chokepoint6,Strait of Hormuz,10,11,3,3,47,27,74,317039.424535347,159122.985112965,4725.80424906549,5663.46414631279,1691495.17843526,486551.678043691,2178046.85647895,47724
2020/04/28 00:00:00+00,2020,4,28,chokepoint6,Strait of Hormuz,12,16,11,1,53,40,93,598357.100257872,623107.017852329,52187.9034921287,4539.95420827911,2448438.77298904,1278191.97581061,3726630.74879965,47725
2020/04/29 00:00:00+00,2020,4,29,chokepoint6,Strait of Hormuz,10,7,7,2,43,26,69,199581.211590785,144317.79744851,40804.7659142538,2297.86118853266,2689987.7407189,387001.636142081,3076989.37686098,47726
2020/04/30 00:00:00+00,2020,4,30,chokepoint6,Strait of Hormuz,17,15,8,2,46,42,88,597402.132036643,397079.534414017,36202.9803500888,0,3169372.05553694,1030684.64680075,4200056.70233769,47727
2020/05/01 00:00:00+00,2020,5,1,chokepoint6,Strait of Hormuz,11,19,8,6,51,44,95,338411.104431082,353932.856647757,41812.0031058438,2734.7549573077,4430114.34125528,736890.71914199,5167005.06039727,47728
2020/05/02 00:00:00+00,2020,5,2,chokepoint6,Strait of Hormuz,12,10,3,0,63,25,88,374629.848695219,235406.197233141,8724.89763572812,0,4341671.74713319,618760.943564088,4960432.69069728,47729
2020/05/03 00:00:00+00,2020,5,3,chokepoint6,Strait of Hormuz,14,13,4,0,49,31,80,560179.452138229,698358.056370719,24140.6679815593,0,2868217.12169332,1282678.17649051,4150895.29818383,47730
2020/05/04 00:00:00+00,2020,5,4,chokepoint6,Strait of Hormuz,18,10,8,1,55,37,92,426384.131903466,206948.707781851,39535.1148039778,2577.55453698485,3087461.77399339,675445.50902628,3762907.28301967,47731
2020/05/05 00:00:00+00,2020,5,5,chokepoint6,Strait of Hormuz,12,13,1,1,44,27,71,617961.127373675,458980.509511607,324.917493609116,0,2290644.25440245,1077266.55437889,3367910.80878134,47732
2020/05/06 00:00:00+00,2020,5,6,chokepoint6,Strait of Hormuz,12,16,6,1,61,35,96,484605.7506478,788919.303328454,1572.82934879865,2556.96911719804,3706356.66484379,1277654.85244225,4984011.51728604,47733
2020/05/07 00:00:00+00,2020,5,7,chokepoint6,Strait of Hormuz,14,16,6,1,47,37,84,427787.787368099,423176.409593195,8221.55334660908,1167.28743848885,1422777.22519784,860353.037746392,2283130.26294424,47734
2020/05/08 00:00:00+00,2020,5,8,chokepoint6,Strait of Hormuz,11,16,4,4,50,35,85,542987.742323913,652569.347078185,34233.7144007971,2013.8300126082,2865332.67238238,1231804.6338155,4097137.30619789,47735
2020/05/09 00:00:00+00,2020,5,9,chokepoint6,Strait of Hormuz,11,18,5,1,54,35,89,459869.302813742,387019.154438985,24869.0414895291,0,2466093.4874078,871757.498742256,3337850.98615006,47736
2020/05/10 00:00:00+00,2020,5,10,chokepoint6,Strait of Hormuz,13,16,6,5,37,40,77,303800.380635088,480314.58056866,12449.9138007492,5980.49884502185,1801831.76127433,802545.37384952,2604377.13512385,47737
2020/05/11 00:00:00+00,2020,5,11,chokepoint6,Strait of Hormuz,12,15,3,2,58,32,90,482454.799670105,410536.011374189,21678.6036515136,7257.37294912042,3530692.20199769,921926.787644929,4452618.98964262,47738
2020/05/12 00:00:00+00,2020,5,12,chokepoint6,Strait of Hormuz,11,12,3,2,54,28,82,294996.966249506,406307.272453876,10936.4518718078,0,2449572.90920388,712240.69057519,3161813.59977907,47739
2020/05/13 00:00:00+00,2020,5,13,chokepoint6,Strait of Hormuz,12,12,1,4,53,29,82,417408.257326584,441150.562051658,0,0,2335075.86586626,858558.819378242,3193634.6852445,47740
2020/05/14 00:00:00+00,2020,5,14,chokepoint6,Strait of Hormuz,15,12,5,3,57,35,92,445822.975118014,589047.687958653,27027.317929684,7510.3356652119,2644476.50099646,1069408.31667156,3713884.81766802,47741
2020/05/15 00:00:00+00,2020,5,15,chokepoint6,Strait of Hormuz,12,18,4,1,60,35,95,407151.714854453,686649.057916678,34762.6669600855,4986.14896789583,2978175.05080025,1133549.58869911,4111724.63949936,47742
2020/05/16 00:00:00+00,2020,5,16,chokepoint6,Strait of Hormuz,12,15,7,1,53,35,88,599423.007497872,556132.438233346,34764.5694902691,0,2608356.37217305,1190320.01522149,3798676.38739454,47743
2020/05/17 00:00:00+00,2020,5,17,chokepoint6,Strait of Hormuz,10,17,8,1,49,36,85,257110.807321735,662534.564818385,33859.2653731122,0,3138323.55381741,953504.637513232,4091828.19133064,47744
2020/05/18 00:00:00+00,2020,5,18,chokepoint6,Strait of Hormuz,14,8,2,1,55,25,80,421528.60390108,305008.366063845,12050.4254486123,3586.97050999122,2316475.96178223,742174.365923529,3058650.32770576,47745
2020/05/19 00:00:00+00,2020,5,19,chokepoint6,Strait of Hormuz,15,17,5,3,50,40,90,639937.628775768,469816.159720893,39718.3814669688,5124.73208618515,2720611.06177456,1154596.90204981,3875207.96382438,47746
2020/05/20 00:00:00+00,2020,5,20,chokepoint6,Strait of Hormuz,17,16,4,4,50,41,91,534348.033575109,800853.305101151,3047.39185803382,16870.7426859891,2550896.60845344,1355119.47322028,3906016.08167372,47747
2020/05/21 00:00:00+00,2020,5,21,chokepoint6,Strait of Hormuz,15,16,3,2,65,36,101,223678.563047586,308588.557594764,6401.97931047532,0,4480622.96029121,538669.099952825,5019292.06024403,47748
2020/05/22 00:00:00+00,2020,5,22,chokepoint6,Strait of Hormuz,13,16,6,2,42,37,79,735140.121133889,510341.801340784,13969.2702773501,4867.58928306674,2577801.60990066,1264318.78203509,3842120.39193575,47749
2020/05/23 00:00:00+00,2020,5,23,chokepoint6,Strait of Hormuz,14,14,3,3,46,34,80,606937.88802685,445951.086066173,6732.02073130444,9778.05224496035,1557400.15276458,1069399.04706929,2626799.19983387,47750
2020/05/24 00:00:00+00,2020,5,24,chokepoint6,Strait of Hormuz,12,10,4,1,39,27,66,128094.739656283,342872.351121193,19833.1543556431,0,2189045.25543254,490800.245133119,2679845.50056566,47751
2019/12/28 00:00:00+00,2019,12,28,chokepoint6,Strait of Hormuz,14,17,5,3,53,39,92,415578.681896395,680073.897473348,16652.2002738738,5285.00751459368,2363242.96430131,1117589.78715821,3480832.75145952,47752
2019/12/29 00:00:00+00,2019,12,29,chokepoint6,Strait of Hormuz,8,21,3,1,40,33,73,233993.229125369,721121.890458298,12103.3434064893,0,1635579.92398282,967218.462990156,2602798.38697298,47753
2019/12/30 00:00:00+00,2019,12,30,chokepoint6,Strait of Hormuz,11,13,6,4,47,34,81,358026.122729916,528909.283531476,43053.7505148461,11781.8323038419,2132194.87843754,941770.98908008,3073965.86751762,47754
2019/12/31 00:00:00+00,2019,12,31,chokepoint6,Strait of Hormuz,10,15,2,1,51,28,79,299405.451579891,282374.880674245,5276.88353389727,5440.80054359635,2650201.95492585,592498.01633163,3242699.97125748,47755
2020/01/01 00:00:00+00,2020,1,1,chokepoint6,Strait of Hormuz,7,15,3,1,63,26,89,336490.697024092,215227.56328118,11422.9603851187,8554.00295405249,2790628.84826514,571695.223644443,3362324.07190958,47756
2020/01/02 00:00:00+00,2020,1,2,chokepoint6,Strait of Hormuz,18,15,5,0,47,38,85,678090.324288031,336225.06376975,24663.5859639095,0,2551736.92257174,1038978.97402169,3590715.89659343,47757
2020/01/03 00:00:00+00,2020,1,3,chokepoint6,Strait of Hormuz,11,14,1,3,59,29,88,385053.031534077,453515.043317359,10406.3086114566,4945.28420355652,2596296.09128509,853919.667666449,3450215.75895154,47758
2020/01/04 00:00:00+00,2020,1,4,chokepoint6,Strait of Hormuz,5,15,4,1,42,25,67,188591.132703666,410457.331511872,13217.2681924213,3322.16989412132,2589423.34261198,615587.902302081,3205011.24491406,47759
